,entity_id,is_coniferous,sc_name,family,flag,range_state,common_name,genus,is_tropical
1639,1640,1.0,Cupressus torulosa,Cupressaceae,0.0,,gulla;gubraî;xi zang bai mu;himalayan cypress,Cupressus,
1640,1641,1.0,Fitzroya cupressoides,Cupressaceae,1.0,,lahuen;alerce;patagonian cypress,Fitzroya,
1641,1642,1.0,Juniperus deppeana,Cupressaceae,0.0,,,Juniperus,
1642,1643,1.0,Juniperus occidentalis,Cupressaceae,0.0,,western juniper,Juniperus,
1643,1644,1.0,Juniperus oxycedrus,Cupressaceae,1.0,,,Juniperus,
1644,1645,1.0,Juniperus procera,Cupressaceae,0.0,,arar;mwangati;african pencil cedar;tarawet;ol tarakwa;tedh;african juniper;east african cedar;mtarakwa,Juniperus,
1645,1646,1.0,Juniperus virginiana,Cupressaceae,0.0,,coast juniper;red-cedar;coastal red-cedar;southern red-cedar;sand cedar,Juniperus,
1646,1647,1.0,Pilgerodendron uviferum,Cupressaceae,1.0,,ciprés de las guaitecas;guaitecas cypress,Pilgerodendron,
1647,1648,1.0,Platycladus orientalis,Cupressaceae,1.0,,ce bai ye;oriental arbor-vitae;bai zi ren,Platycladus,
1648,1649,1.0,Sequoia sempervirens,Cupressaceae,1.0,,california redwood;coast redwood;redwood,Sequoia,
1649,1650,1.0,Sequoiadendron gigantum,Cupressaceae,,,,Sequoiadendron,
1650,1651,1.0,Taxodium distichum,Cupressaceae,0.0,,bald cypress,Taxodium,
1651,1652,1.0,Tetraclinis articulata,Cupressaceae,0.0,,thuya de barbarie;alerce;sandarac gum tree;gharghar;bois de citre;sandarac,Tetraclinis,
1652,1653,1.0,Thuja occidentalis,Cupressaceae,0.0,,swamp cedar;thuier cèdre;cèdre blanc;white cedar;northern white cedar;eastern white-cedar;arbor-vitae,Thuja,
1653,1654,1.0,Thuja plicata,Cupressaceae,0.0,,giant cedar;shinglewood;canoe cedar;western red-cedar;giant arbor-vitae;pacific red-cedar,Thuja,
1654,1655,1.0,Widdringtonia whytei,Cupressaceae,1.0,,mulanje cypress;mkungusa;mulanje cedar;mulanje cedarwood,Widdringtonia,
1655,1656,1.0,Abies alba,Pinaceae,0.0,,weisstanne;silver fir;sapin pectiné,Abies,
1656,1657,1.0,Abies amabilis,Pinaceae,0.0,,lovley fir;cascade fir;pacific silver fir,Abies,
1657,1658,1.0,Abies balsamea,Pinaceae,1.0,,,Abies,
1658,1659,1.0,Abies bracteata,Pinaceae,1.0,,santa lucia fir;bristlecone fir,Abies,
1659,1660,1.0,Abies concolor,Pinaceae,0.0,,white fir;california white fir;colorado fir;low's fir,Abies,
1660,1661,1.0,Abies grandis,Pinaceae,0.0,,lowland fir;grand fir;giant fir,Abies,
1661,1662,1.0,Abies guatemalensis,Pinaceae,1.0,,pashaque;pinabere;romerillo;guatemalan fir,Abies,
1662,1663,1.0,Abies lasiocarpa,Pinaceae,0.0,,alpine fur;subalpine fir,Abies,
1663,1664,1.0,Abies magnifica,Pinaceae,0.0,,red fir;california red fir,Abies,
1664,1665,1.0,Abies procera,Pinaceae,0.0,,noble fir,Abies,
1665,1666,1.0,Abies sibirica,Pinaceae,0.0,,siberian fir;xian bei leng shan;西伯利亚冷杉;пихта сибирская,Abies,
1666,1667,1.0,Abies spectabilis,Pinaceae,1.0,,paludar;himalayan fir;chilrao;bang;webb fir;badar;xizang leng shan;西藏冷杉,Abies,
1667,1668,1.0,Cedrus atlantica,Pinaceae,1.0,,atlas cedar;cèdre de l'atlas,Cedrus,
1668,1669,1.0,Cedrus deodara,Pinaceae,0.0,,himalayan cedar;xuesong;deodar cedar,Cedrus,
1669,1670,1.0,Cedrus libani,Pinaceae,1.0,,cedar of lebanon;lebanon cedar;cèdre du liban,Cedrus,
1670,1671,1.0,Larix decidua,Pinaceae,0.0,,larice;europäische lärche;mélèze d'europe;european larch;zada,Larix,
1671,1672,1.0,Larix gmelinii,Pinaceae,0.0,,prince rupprecht's larch,Larix,
1672,1673,1.0,Larix kaempferi,Pinaceae,0.0,,kara-matsu;japanese larch,Larix,
1673,1674,1.0,Larix laricina,Pinaceae,0.0,,american larch;tamarack;eastern larch,Larix,
1674,1675,1.0,Larix occidentalis,Pinaceae,0.0,,western larch,Larix,
1675,1676,1.0,Larix sibirica,Pinaceae,0.0,,xinjian luoye song;listvennista sibirskaya;siberian larch,Larix,
1676,1677,1.0,Picea abies,Pinaceae,0.0,,norway spruce;jel europeiskaya;gemeine fichte;epicéa commun,Picea,
1677,1678,1.0,Picea engelmannii,Pinaceae,0.0,,engelmann spruce,Picea,
1678,1679,1.0,Picea glauca,Pinaceae,0.0,,canadian spruce;white spruce,Picea,
1679,1680,1.0,Picea jezoensis,Pinaceae,0.0,,,Picea,
1680,1681,1.0,Picea mariana,Pinaceae,0.0,,bog spruce;swamp spruce;black spruce,Picea,
1681,1682,1.0,Picea omorika,Pinaceae,1.0,,muljika;serbian spruce;omorika;pančićeva omorika,Picea,
1682,1683,1.0,Picea rubens,Pinaceae,0.0,,epinette rouge;eastern spruce;red spruce,Picea,
1683,1684,1.0,Picea sitchensis,Pinaceae,0.0,,sitka spruce,Picea,
1684,1685,1.0,Pinus ayacahuite,Pinaceae,0.0,,pinabete;mexican white pine;acalote;ocote gretado;pino gretado;ayacahuite,Pinus,
1685,1686,1.0,Pinus banksiana,Pinaceae,0.0,,jack pine;hudson bay pine;black pine,Pinus,
1686,1687,1.0,Pinus caribaea,Pinaceae,0.0,,,Pinus,
1687,1688,1.0,Pinus clausa,Pinaceae,0.0,,sand pine;florida spruce pine,Pinus,
1688,1689,1.0,Pinus contorta,Pinaceae,0.0,,bolander's beach pine;tamarack pine;bolander beach pine;lodgepole pine;shore pine,Pinus,
1689,1690,1.0,Pinus devoniana,Pinaceae,0.0,,pino escobetón;ocote macho;michoacan pine;ocote gretado;pino blanco;pino real;pino lacio,Pinus,
1690,1691,1.0,Pinus echinata,Pinaceae,0.0,,shortleaf pine,Pinus,
1691,1692,1.0,Pinus edulis,Pinaceae,0.0,,pinyon pine;colorado pinyon;two-needle pinyon pine,Pinus,
1692,1693,1.0,Pinus elliottii,Pinaceae,1.0,,,Pinus,
1693,1694,1.0,Pinus englemannii,Pinaceae,,,,Pinus,
1694,1695,1.0,Pinus flexilis,Pinaceae,1.0,,southwestern white pine,Pinus,
1695,1696,1.0,Pinus glabra,Pinaceae,0.0,,poor pine;spruce pine,Pinus,
1696,1697,1.0,Pinus heldreichii,Pinaceae,0.0,,heldreich's pine;pino loricato;bosnian pine,Pinus,
1697,1698,1.0,Pinus jeffreyi,Pinaceae,0.0,,jeffrey's pine;jeffrey pine,Pinus,
1698,1699,1.0,Pinus kesiya,Pinaceae,0.0,,luzon pine;benguet pine;tinyu;khasia pine;khasi pine,Pinus,
1699,1700,1.0,Pinus kesiya,Pinaceae,,,,Pinus,
1700,1701,1.0,Pinus langbianensis,Pinaceae,,,,Pinus,
1701,1702,1.0,Pinus koraiensis,Pinaceae,0.0,,channamu;hong song;korean pine,Pinus,
1702,1703,1.0,Pinus lambertiana,Pinaceae,0.0,,sugar pine,Pinus,
1703,1704,1.0,Pinus merkusii,Pinaceae,1.0,,merkus's pine;damar bunga;uyam;mindoro pine;tusam;sumatran pine;tapulau;damar batu,Pinus,
1704,1705,1.0,Pinus montezumae,Pinaceae,0.0,,rough-branched mexican pine;pino de montezuma;pino real;ocote blanco;montezuma pine,Pinus,
1705,1706,1.0,Pinus monticola,Pinaceae,1.0,,western white pine,Pinus,
1706,1707,1.0,Pinus mugo,Pinaceae,1.0,,,Pinus,
1707,1708,1.0,Pinus nigra,Pinaceae,0.0,,pino nigro;austrian pine;black pine;pin noir;corsican pine;schwarzföhre;karaçam,Pinus,
1708,1709,1.0,Pinus oocarpa,Pinaceae,0.0,,pino colorado;pino trompillo;pino albellano;pino blanco;pino chino;ocote;egg-cone pine;ocote chino,Pinus,
1709,1710,1.0,Pinus palustris,Pinaceae,1.0,,georgia pine;florida pine;longleaf pine,Pinus,
1710,1711,1.0,Pinus patula,Pinaceae,0.0,,pino triste;weeping pine;jelecote pine;mexican weeping pine;spreading-leaved pine;ocote,Pinus,
1711,1712,1.0,Pinus pinaster,Pinaceae,1.0,,,Pinus,
1712,1713,1.0,Pinus ponderosa,Pinaceae,0.0,,western yellow pine;ponderosa pine,Pinus,
1713,1714,1.0,Pinus pringlei,Pinaceae,0.0,,pino piña negra;pino rojo;ocote de virgen;ocote;pringle's pine;escobetón,Pinus,
1714,1715,1.0,Pinus pseudostrobus,Pinaceae,0.0,,false weymouth pine;pino chalmaite;pino liso;pino blanco;smooth-bark mexican pine;pino lacio,Pinus,
1715,1716,1.0,Pinus pungens,Pinaceae,0.0,,table mountain pine;hickory pine;prickly pine,Pinus,
1716,1717,1.0,Pinus radiata,Pinaceae,1.0,,radiata pine;monterey pine;cedros island pine;pino insigne;insignis pine;guadalupe island pine,Pinus,
1717,1718,1.0,Pinus resinosa,Pinaceae,0.0,,norway pine;red pine;pin rouge,Pinus,
1718,1719,1.0,Pinus rigida,Pinaceae,0.0,,hard pine;pin rigide;pitch pine,Pinus,
1719,1720,1.0,Pinus serotina,Pinaceae,0.0,,pocosin pine;marsh pine;pond pine,Pinus,
1720,1721,1.0,Pinus strobus,Pinaceae,0.0,,pin blanc;weymouth pine;eastern white pine,Pinus,
1721,1722,1.0,Pinus sylvestris,Pinaceae,0.0,,tall;scots pine;sosna obiknovennaya;sosna lesnaya;pin sylvestre;furu;gemeine kiefer;sosna zwyczajna,Pinus,
1722,1723,1.0,Pinus taeda,Pinaceae,0.0,,southern pine;loblolly pine,Pinus,
1723,1724,1.0,Pinus taiwanensis,Pinaceae,0.0,,taiwan black pine;tai wan song;formosa pine;黄山松,Pinus,
1724,1725,1.0,Pinus virginiana,Pinaceae,0.0,,scrub pine;virginia pine,Pinus,
1725,1726,1.0,Pinus wallichiana,Pinaceae,0.0,,lamshing;kail;blue pine;bhutan pine;qiao song;乔松;himalayan white pine,Pinus,
1726,1727,1.0,Pseudotsuga menziesii,Pinaceae,0.0,,douglas fir;douglas-fir;oregon pine,Pseudotsuga,
1727,1728,1.0,Tsuga canadensis,Pinaceae,1.0,,canada hemlock;eastern hemlock,Tsuga,
1728,1729,1.0,Tsuga heterophylla,Pinaceae,0.0,,western hemlock;pacific hemlock,Tsuga,
1729,1730,1.0,Tsuga mertensiana,Pinaceae,0.0,,mountain hemlock,Tsuga,
1730,1731,1.0,Afrocarpus falcatus,Podocarpaceae,0.0,,umgeya;outeniqua yellowwood;outeniekwageelhout;bastard yellowwood,Afrocarpus,
1731,1732,1.0,Afrocarpus gracilior,Podocarpaceae,0.0,,east african yellowwood,Afrocarpus,
1732,1733,1.0,Dacrycarpus dacrydiodes,Podocarpaceae,,,,Dacrycarpus,
1733,1734,1.0,Dacrycarpus imbricatus,Podocarpaceae,0.0,,,Dacrycarpus,
1734,1735,1.0,Dacrydium beccarii,Podocarpaceae,0.0,,,Dacrydium,
1735,1736,1.0,Dacrydium cupressinum,Podocarpaceae,0.0,,rimu;red pine,Dacrydium,
1736,1737,1.0,Dacrydium elatum,Podocarpaceae,0.0,,,Dacrydium,
1737,1738,1.0,Dacrydium nidulum,Podocarpaceae,0.0,,yaka,Dacrydium,
1738,1739,1.0,Lagarostrobos franklinii,Podocarpaceae,0.0,,huon pine,Lagarostrobos,
1739,1740,1.0,Nageia wallichiana,Podocarpaceae,0.0,,,Nageia,
1740,1741,1.0,Phyllocladus aspleniifolius,Podocarpaceae,0.0,,celery-top pine,Phyllocladus,
1741,1742,1.0,Podocarpus guatemalensis,Podocarpaceae,0.0,,ciprecillo blanco;palo de oro;ciprecillo amarillo;cipresillo;alfajillo;pinillo;piño de montaña;ocotillo de llano;kurus-té;cypress de montaña,Podocarpus,
1742,1743,1.0,Podocarpus neriifolius,Podocarpaceae,0.0,,brown pine,Podocarpus,
1743,1744,1.0,Podocarpus rumphii,Podocarpaceae,1.0,,,Podocarpus,
1744,1745,1.0,Prumnopitys ferruginea,Podocarpaceae,0.0,,brown pine;miro,Prumnopitys,
1745,1746,1.0,Taxus baccata,Taxaceae,0.0,,if commun;european yew;tis yagodnyi;if;eibe;common yew,Taxus,
1746,1747,1.0,Taxus brevifolia,Taxaceae,1.0,,pacific yew;canadian yew,Taxus,
1747,1748,1.0,Taxus cuspidata,Taxaceae,1.0,,dwarf yew,Taxus,
1748,1749,1.0,Taxus fuana,Taxaceae,,,,Taxus,
1749,1750,1.0,Taxus sumatrana,Taxaceae,,,,Taxus,
1750,1751,1.0,Taxus wallichiana,Taxaceae,1.0,,ximalaya hongdoushan;xu mi hong dou shan;thuner;east himalayan yew;himalayan yew,Taxus,
1751,1752,1.0,Taxus wallichiana,Taxaceae,,,,Taxus,
1752,1753,1.0,Taxus chinensis,Taxaceae,1.0,,hong dou shan;chinese yew;thong do bac,Taxus,
1753,1754,1.0,Agathis alba,Araucariaceae,,,,Agathis,
1754,1755,1.0,Agathis australis,Araucariaceae,,,,Agathis,
1755,1756,1.0,Agathis borneensis,Araucariaceae,,,,Agathis,
1756,1757,1.0,Agathis dammara,Araucariaceae,,,,Agathis,
1757,1758,1.0,Agathis macrophylla,Araucariaceae,,,,Agathis,
1758,1759,1.0,Agathis moorei,Araucariaceae,,,,Agathis,
1759,1760,1.0,Agathis philippinensis,Araucariaceae,,,,Agathis,
1760,1761,1.0,Agathis robusta,Araucariaceae,,,,Agathis,
1761,1762,1.0,Araucaria angustifolia,Araucariaceae,,,,Araucaria,
1762,1763,1.0,Araucaria araucana,Araucariaceae,,,,Araucaria,
1763,1764,1.0,Araucaria bidwillii,Araucariaceae,,,,Araucaria,
1764,1765,1.0,Araucaria columnaris,Araucariaceae,,,,Araucaria,
1765,1766,1.0,Araucaria cunninghamii,Araucariaceae,,,,Araucaria,
1766,1767,1.0,Araucaria hunsteinii,Araucariaceae,,,,Araucaria,
1767,1768,1.0,Callitris columellaris,Cupressaceae,,,,Callitris,
1768,1769,1.0,Callitris endlicheri,Cupressaceae,,,,Callitris,
1769,1770,1.0,Calocedrus decurrens,Cupressaceae,,,,Calocedrus,
1770,1771,1.0,Chamaecyparis lawsoniana,Cupressaceae,,,,Chamaecyparis,
1771,1772,1.0,Chamaecyparis thyoides,Cupressaceae,,,,Chamaecyparis,
1772,1773,1.0,Cryptomeria japonica,Cupressaceae,,,,Cryptomeria,
1773,1774,1.0,Cunninghamia lanceolata,Cupressaceae,,,,Cunninghamia,
1774,1775,1.0,Cupressus lusitanica,Cupressaceae,,,,Cupressus,
1775,1776,1.0,Cupressus macnabiana,Cupressaceae,,,,Cupressus,
1776,1777,1.0,Cupressus macrocarpa,Cupressaceae,,,,Cupressus,
1777,1778,1.0,Cupressus nootkatensis,Cupressaceae,,,,Cupressus,
1778,1779,1.0,Cupressus sempervirens,Cupressaceae,,,,Cupressus,
1779,1780,1.0,Cupressus torulosa,Cupressaceae,,,,Cupressus,
1780,1781,1.0,Fitzroya cupressoides,Cupressaceae,,,,Fitzroya,
1781,1782,1.0,Juniperus deppeana,Cupressaceae,,,,Juniperus,
1782,1783,1.0,Juniperus occidentalis,Cupressaceae,,,,Juniperus,
1783,1784,1.0,Juniperus oxycedrus,Cupressaceae,,,,Juniperus,
1784,1785,1.0,Juniperus procera,Cupressaceae,,,,Juniperus,
1785,1786,1.0,Juniperus virginiana,Cupressaceae,,,,Juniperus,
1786,1787,1.0,Pilgerodendron uviferum,Cupressaceae,,,,Pilgerodendron,
1787,1788,1.0,Platycladus orientalis,Cupressaceae,,,,Platycladus,
1788,1789,1.0,Sequoia sempervirens,Cupressaceae,,,,Sequoia,
1789,1790,1.0,Sequoiadendron gigantum,Cupressaceae,,,,Sequoiadendron,
1790,1791,1.0,Taxodium distichum,Cupressaceae,,,,Taxodium,
1791,1792,1.0,Tetraclinis articulata,Cupressaceae,,,,Tetraclinis,
1792,1793,1.0,Thuja occidentalis,Cupressaceae,,,,Thuja,
1793,1794,1.0,Thuja plicata,Cupressaceae,,,,Thuja,
1794,1795,1.0,Widdringtonia whytei,Cupressaceae,,,,Widdringtonia,
1795,1796,1.0,Abies alba,Pinaceae,,,,Abies,
1796,1797,1.0,Abies amabilis,Pinaceae,,,,Abies,
1797,1798,1.0,Abies balsamea,Pinaceae,,,,Abies,
1798,1799,1.0,Abies bracteata,Pinaceae,,,,Abies,
1799,1800,1.0,Abies concolor,Pinaceae,,,,Abies,
1800,1801,1.0,Abies grandis,Pinaceae,,,,Abies,
1801,1802,1.0,Abies guatemalensis,Pinaceae,,,,Abies,
1802,1803,1.0,Abies lasiocarpa,Pinaceae,,,,Abies,
1803,1804,1.0,Abies magnifica,Pinaceae,,,,Abies,
1804,1805,1.0,Abies procera,Pinaceae,,,,Abies,
1805,1806,1.0,Abies sibirica,Pinaceae,,,,Abies,
1806,1807,1.0,Abies spectabilis,Pinaceae,,,,Abies,
1807,1808,1.0,Cedrus atlantica,Pinaceae,,,,Cedrus,
1808,1809,1.0,Cedrus deodara,Pinaceae,,,,Cedrus,
1809,1810,1.0,Cedrus libani,Pinaceae,,,,Cedrus,
1810,1811,1.0,Larix decidua,Pinaceae,,,,Larix,
1811,1812,1.0,Larix gmelinii,Pinaceae,,,,Larix,
1812,1813,1.0,Larix kaempferi,Pinaceae,,,,Larix,
1813,1814,1.0,Larix laricina,Pinaceae,,,,Larix,
1814,1815,1.0,Larix occidentalis,Pinaceae,,,,Larix,
1815,1816,1.0,Larix sibirica,Pinaceae,,,,Larix,
1816,1817,1.0,Picea abies,Pinaceae,,,,Picea,
1817,1818,1.0,Picea engelmannii,Pinaceae,,,,Picea,
1818,1819,1.0,Picea glauca,Pinaceae,,,,Picea,
1819,1820,1.0,Picea jezoensis,Pinaceae,,,,Picea,
1820,1821,1.0,Picea mariana,Pinaceae,,,,Picea,
1821,1822,1.0,Picea omorika,Pinaceae,,,,Picea,
1822,1823,1.0,Picea rubens,Pinaceae,,,,Picea,
1823,1824,1.0,Picea sitchensis,Pinaceae,,,,Picea,
1824,1825,1.0,Pinus ayacahuite,Pinaceae,,,,Pinus,
1825,1826,1.0,Pinus banksiana,Pinaceae,,,,Pinus,
1826,1827,1.0,Pinus caribaea,Pinaceae,,,,Pinus,
1827,1828,1.0,Pinus clausa,Pinaceae,,,,Pinus,
1828,1829,1.0,Pinus contorta,Pinaceae,,,,Pinus,
1829,1830,1.0,Pinus devoniana,Pinaceae,,,,Pinus,
1830,1831,1.0,Pinus echinata,Pinaceae,,,,Pinus,
1831,1832,1.0,Pinus edulis,Pinaceae,,,,Pinus,
1832,1833,1.0,Pinus elliottii,Pinaceae,,,,Pinus,
1833,1834,1.0,Pinus englemannii,Pinaceae,,,,Pinus,
1834,1835,1.0,Pinus flexilis,Pinaceae,,,,Pinus,
1835,1836,1.0,Pinus glabra,Pinaceae,,,,Pinus,
1836,1837,1.0,Pinus heldreichii,Pinaceae,,,,Pinus,
1837,1838,1.0,Pinus jeffreyi,Pinaceae,,,,Pinus,
1838,1839,1.0,Pinus kesiya,Pinaceae,,,,Pinus,
1839,1840,1.0,Pinus koraiensis,Pinaceae,,,,Pinus,
1840,1841,1.0,Pinus lambertiana,Pinaceae,,,,Pinus,
1841,1842,1.0,Pinus merkusii,Pinaceae,,,,Pinus,
1842,1843,1.0,Pinus montezumae,Pinaceae,,,,Pinus,
1843,1844,1.0,Pinus monticola,Pinaceae,,,,Pinus,
1844,1845,1.0,Pinus mugo,Pinaceae,,,,Pinus,
1845,1846,1.0,Pinus nigra,Pinaceae,,,,Pinus,
1846,1847,1.0,Pinus oocarpa,Pinaceae,,,,Pinus,
1847,1848,1.0,Pinus palustris,Pinaceae,,,,Pinus,
1848,1849,1.0,Pinus patula,Pinaceae,,,,Pinus,
1849,1850,1.0,Pinus pinaster,Pinaceae,,,,Pinus,
1850,1851,1.0,Pinus ponderosa,Pinaceae,,,,Pinus,
1851,1852,1.0,Pinus pringlei,Pinaceae,,,,Pinus,
1852,1853,1.0,Pinus pseudostrobus,Pinaceae,,,,Pinus,
1853,1854,1.0,Pinus pungens,Pinaceae,,,,Pinus,
1854,1855,1.0,Pinus radiata,Pinaceae,,,,Pinus,
1855,1856,1.0,Pinus resinosa,Pinaceae,,,,Pinus,
1856,1857,1.0,Pinus rigida,Pinaceae,,,,Pinus,
1857,1858,1.0,Pinus serotina,Pinaceae,,,,Pinus,
1858,1859,1.0,Pinus strobus,Pinaceae,,,,Pinus,
1859,1860,1.0,Pinus sylvestris,Pinaceae,,,,Pinus,
1860,1861,1.0,Pinus taeda,Pinaceae,,,,Pinus,
1861,1862,1.0,Pinus taiwanensis,Pinaceae,,,,Pinus,
1862,1863,1.0,Pinus virginiana,Pinaceae,,,,Pinus,
1863,1864,1.0,Pinus wallichiana,Pinaceae,,,,Pinus,
1864,1865,1.0,Pseudotsuga menziesii,Pinaceae,,,,Pseudotsuga,
1865,1866,1.0,Tsuga canadensis,Pinaceae,,,,Tsuga,
1866,1867,1.0,Tsuga heterophylla,Pinaceae,,,,Tsuga,
1867,1868,1.0,Tsuga mertensiana,Pinaceae,,,,Tsuga,
1868,1869,1.0,Afrocarpus falcatus,Podocarpaceae,,,,Afrocarpus,
1869,1870,1.0,Afrocarpus gracilior,Podocarpaceae,,,,Afrocarpus,
1870,1871,1.0,Dacrycarpus dacrydiodes,Podocarpaceae,,,,Dacrycarpus,
1871,1872,1.0,Dacrycarpus imbricatus,Podocarpaceae,,,,Dacrycarpus,
1872,1873,1.0,Dacrydium beccarii,Podocarpaceae,,,,Dacrydium,
1873,1874,1.0,Dacrydium cupressinum,Podocarpaceae,,,,Dacrydium,
1874,1875,1.0,Dacrydium elatum,Podocarpaceae,,,,Dacrydium,
1875,1876,1.0,Dacrydium nidulum,Podocarpaceae,,,,Dacrydium,
1876,1877,1.0,Lagarostrobos franklinii,Podocarpaceae,,,,Lagarostrobos,
1877,1878,1.0,Nageia wallichiana,Podocarpaceae,,,,Nageia,
1878,1879,1.0,Phyllocladus aspleniifolius,Podocarpaceae,,,,Phyllocladus,
1879,1880,1.0,Podocarpus guatemalensis,Podocarpaceae,,,,Podocarpus,
1880,1881,1.0,Podocarpus neriifolius,Podocarpaceae,,,,Podocarpus,
1881,1882,1.0,Podocarpus rumphii,Podocarpaceae,,,,Podocarpus,
1882,1883,1.0,Prumnopitys ferruginea,Podocarpaceae,,,,Prumnopitys,
1883,1884,1.0,Taxus baccata,Taxaceae,,,,Taxus,
1884,1885,1.0,Taxus brevifolia,Taxaceae,,,,Taxus,
1885,1886,1.0,Taxus cuspidata,Taxaceae,,,,Taxus,
1886,1887,1.0,Taxus fuana,Taxaceae,,,,Taxus,
1887,1888,1.0,Taxus sumatrana,Taxaceae,,,,Taxus,
1888,1889,1.0,Taxus wallichiana,Taxaceae,,,,Taxus,
1923,1924,,Operculicarya decaryi,Anacardiaceae,0.0,MG,zoby;zaby;jiabiha;zabia;zabihy daro,Operculicarya,
1924,1925,,Operculicarya hyphaenoides,Anacardiaceae,1.0,MG,,Operculicarya,
1925,1926,,Operculicarya pachypus,Anacardiaceae,1.0,MG,,Operculicarya,
1926,1927,,Hoodia alstonii,Apocynaceae,1.0,ZA,,Hoodia,
1927,1928,,Hoodia currorii,Apocynaceae,1.0,"BW,ZA",,Hoodia,
1928,1929,,Hoodia dregei,Apocynaceae,1.0,ZA,,Hoodia,
1929,1930,,Hoodia flava,Apocynaceae,1.0,"NA,ZA",,Hoodia,
1930,1931,,Hoodia gordonii,Apocynaceae,1.0,"NA,ZA",,Hoodia,
1931,1932,,Hoodia juttae,Apocynaceae,0.0,,,Hoodia,
1932,1933,,Hoodia officinalis,Apocynaceae,1.0,"NA,ZA",,Hoodia,
1933,1934,,Hoodia parviflora,Apocynaceae,1.0,"AO,NA,ZA",,Hoodia,
1934,1935,,Hoodia pedicellata,Apocynaceae,1.0,,,Hoodia,
1935,1936,,Hoodia pilifera,Apocynaceae,1.0,ZA,,Hoodia,
1936,1937,,Hoodia ruschii,Apocynaceae,0.0,,,Hoodia,
1937,1938,,Hoodia triebneri,Apocynaceae,0.0,,,Hoodia,
1938,1939,,Pachypodium ambongense,Apocynaceae,1.0,MG,,Pachypodium,
1939,1940,,Pachypodium baronii,Apocynaceae,1.0,MG,bontaka,Pachypodium,
1940,1941,,Pachypodium bispinosum,Apocynaceae,1.0,ZA,,Pachypodium,
1941,1942,,Pachypodium brevicaule,Apocynaceae,1.0,MG,tsimondrimondry;kimondromondro,Pachypodium,
1942,1943,,Pachypodium decaryi,Apocynaceae,1.0,MG,,Pachypodium,
1943,1944,,Pachypodium densiflorum,Apocynaceae,1.0,"CO,CR,PA,VE",,Pachypodium,
1944,1945,,Pachypodium eburneum,Apocynaceae,1.0,MG,,Pachypodium,
1945,1946,,Pachypodium enigmaticum,Apocynaceae,1.0,MG,,Pachypodium,
1946,1947,,Pachypodium geayi,Apocynaceae,0.0,MG,vontaka,Pachypodium,
1947,1948,,Pachypodium hojnyi,Apocynaceae,1.0,"AR,CL",,Pachypodium,
1948,1949,,Pachypodium horombense,Apocynaceae,1.0,"AR,CL",,Pachypodium,
1949,1950,,Pachypodium inopinatum,Apocynaceae,1.0,MG,,Pachypodium,
1950,1951,,Pachypodium lamerei,Apocynaceae,1.0,MG,,Pachypodium,
1951,1952,,Pachypodium lealii,Apocynaceae,1.0,"AO,BW,NA,ZA,ZW",,Pachypodium,
1952,1953,,Pachypodium menabeum,Apocynaceae,1.0,MG,,Pachypodium,
1953,1954,,Pachypodium mikea,Apocynaceae,1.0,MG,,Pachypodium,
1954,1955,,Pachypodium namaquanum,Apocynaceae,0.0,"NA,ZA",elephant's trunk,Pachypodium,
1955,1956,,Pachypodium rauhii,Apocynaceae,1.0,MG,,Pachypodium,
1956,1957,,Pachypodium rosulatum,Apocynaceae,1.0,MG,,Pachypodium,
1957,1958,,Pachypodium rutenbergianum,Apocynaceae,1.0,MG,,Pachypodium,
1958,1959,,Pachypodium sofiense,Apocynaceae,1.0,MG,,Pachypodium,
1959,1960,,Pachypodium succulentum,Apocynaceae,1.0,ZA,,Pachypodium,
1960,1961,,Pachypodium windsorii,Apocynaceae,1.0,MG,,Pachypodium,
1961,1962,,Rauvolfia serpentina,Apocynaceae,1.0,"BD,BT,CN,IN,ID,LA,MY,MM,NP,PK,LK,TH,VN",,Rauvolfia,
1962,1963,,Panax ginseng,Araliaceae,1.0,"CN,KP,KR,RU",,Panax,
1963,1964,,Panax quinquefolius,Araliaceae,1.0,"CA,CN,US",,Panax,
1964,1965,,Podophyllum hexandrum,Berberidaceae,1.0,"AF,BT,CN,IN,NP,PK",,Podophyllum,
3831,3832,,Saussurea costus,Compositae,1.0,"IN,PK",,Saussurea,
4607,4608,,Diospyros aculeata,Ebenaceae,1.0,MG,,Diospyros,
4608,4609,,Diospyros analamerensis,Ebenaceae,1.0,MG,,Diospyros,
4609,4610,,Diospyros ankifiensis,Ebenaceae,1.0,MG,,Diospyros,
4610,4611,,Diospyros anosivolensis,Ebenaceae,1.0,MG,,Diospyros,
4611,4612,,Diospyros anxifiensis,Ebenaceae,1.0,MG,,Diospyros,
4612,4613,,Diospyros baroniana,Ebenaceae,1.0,MG,,Diospyros,
4613,4614,,Diospyros bemarivensis,Ebenaceae,1.0,MG,,Diospyros,
4614,4615,,Diospyros bernieriana,Ebenaceae,1.0,MG,,Diospyros,
4615,4616,,Diospyros bezofensis,Ebenaceae,1.0,MG,,Diospyros,
4616,4617,,Diospyros boinensis,Ebenaceae,1.0,MG,,Diospyros,
4617,4618,,Diospyros boivinii,Ebenaceae,1.0,MG,,Diospyros,
4618,4619,,Diospyros calophylla,Ebenaceae,1.0,MG,,Diospyros,
4619,4620,,Diospyros cinnamomoides,Ebenaceae,0.0,MG,tsimoriky,Diospyros,
