index,hscode_6,Description,keywords,sc_names
2188,440312,Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Treated with paint &&  stain &&  creosote or other preservatives && Nonconiferous && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Treated with paint &&  stain &&  creosote or other preservatives && Nonconiferous && Poles &&  piles && posts && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Treated with paint &&  stain &&  creosote or other preservatives && Nonconiferous && Poles &&  piles && posts && Telephone &&  telegraph && electrical power poles && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Treated with paint &&  stain &&  creosote or other preservatives && Nonconiferous && Poles &&  piles && posts && Fence posts && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Treated with paint &&  stain &&  creosote or other preservatives && Nonconiferous && Poles &&  piles && posts && Other && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Treated with paint &&  stain &&  creosote or other preservatives && Nonconiferous && Other,stain;roughly squared;squared;power poles;telephone;creosote;posts;poles;treated with paint;preservatives;piles;stripped of bark;sap;wood;telegraph;rough;bark;nonconiferous;sap wood;electrical;electrical power poles;paint;power;electrical power;fence;treated;bark or sap;roughly;fence posts;stripped,
2189,440321,Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Of pine <u>(Pinus</u> spp.) &&  of which any cross-sectional dimension is 15 cm or more && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Of pine <u>(Pinus</u> spp.) &&  of which any cross-sectional dimension is 15 cm or more && Poles &&  piles && posts && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Of pine <u>(Pinus</u> spp.) &&  of which any cross-sectional dimension is 15 cm or more && Poles &&  piles && posts && Telephone &&  telegraph && electrical power poles && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Of pine <u>(Pinus</u> spp.) &&  of which any cross-sectional dimension is 15 cm or more && Poles &&  piles && posts && Fence posts && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Of pine <u>(Pinus</u> spp.) &&  of which any cross-sectional dimension is 15 cm or more && Poles &&  piles && posts && Other && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Of pine <u>(Pinus</u> spp.) &&  of which any cross-sectional dimension is 15 cm or more && Logs && timber && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Of pine <u>(Pinus</u> spp.) &&  of which any cross-sectional dimension is 15 cm or more && Logs && timber && Southern yellow pine (Loblolly pine (<u>Pinus</u> <u>taeda</u>)) &&  long leaf pine (<u>Pinus</u> <u>palustris</u>) &&  pitch pine (<u>Pinus</u> <u>rigida</u>) &&  short leaf pine (<u>Pinus</u> <u>echinata</u>) &&  slash pine (<u>Pinus</u> <u>elliottii</u>) && Virginia pine (<u>Pinus</u> <u>virginiana</u>) && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Of pine <u>(Pinus</u> spp.) &&  of which any cross-sectional dimension is 15 cm or more && Logs && timber && Ponderosa pine (<u>Pinus</u> <u>ponderosa</u>) && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Of pine <u>(Pinus</u> spp.) &&  of which any cross-sectional dimension is 15 cm or more && Logs && timber && Other && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Of pine <u>(Pinus</u> spp.) &&  of which any cross-sectional dimension is 15 cm or more && Other,roughly squared;squared;loblolly;coniferous;loblolly pine;power poles;telephone;ponderosa pine;cm;pitch pine;posts;timber;long leaf;yellow pine;poles;sectional dimension;yellow;logs;piles;stripped of bark;sap;short;long;leaf;slash pine;pine;cross;southern yellow pine;dimension;wood;southern;telegraph;rough;ponderosa;pitch;short leaf pine;southern yellow;long leaf pine;leaf pine;bark;sap wood;electrical;electrical power poles;power;virginia pine;electrical power;fence;short leaf;sectional;bark or sap;slash;roughly;fence posts;stripped;virginia,Pinus virginiana;Pinus palustris;Pinus taeda;Pinus echinata;Pinus elliottii;Pinus ponderosa;Pinus rigida
2190,440322,Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Of pine <u>(Pinus</u> spp.) &&  other && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Of pine <u>(Pinus</u> spp.) &&  other && Pulpwood && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Of pine <u>(Pinus</u> spp.) &&  other && Poles &&  piles && posts && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Of pine <u>(Pinus</u> spp.) &&  other && Poles &&  piles && posts && Telephone &&  telegraph && electrical power poles && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Of pine <u>(Pinus</u> spp.) &&  other && Poles &&  piles && posts && Fence posts && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Of pine <u>(Pinus</u> spp.) &&  other && Poles &&  piles && posts && Other && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Of pine <u>(Pinus</u> spp.) &&  other && Logs && timber && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Of pine <u>(Pinus</u> spp.) &&  other && Logs && timber && Southern yellow pine (Loblolly pine (<u>Pinus</u> <u>taeda</u>)) &&  long leaf pine (<u>Pinus</u> <u>palustris</u>) &&  pitch pine (<u>Pinus</u> <u>rigida</u>) &&  short leaf pine (<u>Pinus</u> <u>echinata</u>) &&  slash pine (<u>Pinus</u> <u>elliottii</u>) && Virginia pine (<u>Pinus</u> <u>virginiana</u>) && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Of pine <u>(Pinus</u> spp.) &&  other && Logs && timber && Ponderosa pine (<u>Pinus</u> <u>ponderosa</u>) && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Of pine <u>(Pinus</u> spp.) &&  other && Logs && timber && Other && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Of pine <u>(Pinus</u> spp.) &&  other && Other,pulpwood;roughly squared;squared;loblolly;coniferous;loblolly pine;power poles;telephone;ponderosa pine;pitch pine;posts;timber;long leaf;yellow pine;poles;yellow;logs;piles;stripped of bark;sap;short;long;leaf;slash pine;pine;southern yellow pine;wood;southern;telegraph;rough;ponderosa;pitch;short leaf pine;southern yellow;long leaf pine;leaf pine;bark;sap wood;electrical;electrical power poles;power;virginia pine;electrical power;fence;short leaf;bark or sap;slash;roughly;fence posts;stripped;virginia,Pinus virginiana;Pinus palustris;Pinus taeda;Pinus echinata;Pinus elliottii;Pinus ponderosa;Pinus rigida
2191,440323,Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Of fir (<u>Abies</u> spp.) && spruce (<u>Picea</u> spp.) &&  of which any cross-sectional dimension is 15 cm or more && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Of fir (<u>Abies</u> spp.) && spruce (<u>Picea</u> spp.) &&  of which any cross-sectional dimension is 15 cm or more && Poles &&  piles && posts && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Of fir (<u>Abies</u> spp.) && spruce (<u>Picea</u> spp.) &&  of which any cross-sectional dimension is 15 cm or more && Poles &&  piles && posts && Telephone &&  telegraph && electrical power poles && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Of fir (<u>Abies</u> spp.) && spruce (<u>Picea</u> spp.) &&  of which any cross-sectional dimension is 15 cm or more && Poles &&  piles && posts && Fence posts && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Of fir (<u>Abies</u> spp.) && spruce (<u>Picea</u> spp.) &&  of which any cross-sectional dimension is 15 cm or more && Poles &&  piles && posts && Other && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Of fir (<u>Abies</u> spp.) && spruce (<u>Picea</u> spp.) &&  of which any cross-sectional dimension is 15 cm or more && Logs && timber && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Of fir (<u>Abies</u> spp.) && spruce (<u>Picea</u> spp.) &&  of which any cross-sectional dimension is 15 cm or more && Logs && timber && Spruce (<u>Picea</u> spp.) && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Of fir (<u>Abies</u> spp.) && spruce (<u>Picea</u> spp.) &&  of which any cross-sectional dimension is 15 cm or more && Logs && timber && Other fir; balsam && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Of fir (<u>Abies</u> spp.) && spruce (<u>Picea</u> spp.) &&  of which any cross-sectional dimension is 15 cm or more && Other,roughly squared;squared;coniferous;balsam;power poles;telephone;spruce;cm;posts;timber;poles;sectional dimension;logs;fir;piles;stripped of bark;sap;wood;cross;dimension;telegraph;rough;bark;sap wood;electrical;electrical power poles;power;electrical power;fence;sectional;bark or sap;roughly;fence posts;stripped,Abies spp.;Picea spp.
2192,440324,Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Of fir (<u>Abies</u> spp.) && spruce (<u>Picea</u> spp.) &&  other && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Of fir (<u>Abies</u> spp.) && spruce (<u>Picea</u> spp.) &&  other && Pulpwood && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Of fir (<u>Abies</u> spp.) && spruce (<u>Picea</u> spp.) &&  other && Poles &&  piles && posts && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Of fir (<u>Abies</u> spp.) && spruce (<u>Picea</u> spp.) &&  other && Poles &&  piles && posts && Telephone &&  telegraph && electrical power poles && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Of fir (<u>Abies</u> spp.) && spruce (<u>Picea</u> spp.) &&  other && Poles &&  piles && posts && Fence posts && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Of fir (<u>Abies</u> spp.) && spruce (<u>Picea</u> spp.) &&  other && Poles &&  piles && posts && Other && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Of fir (<u>Abies</u> spp.) && spruce (<u>Picea</u> spp.) &&  other && Logs && timber && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Of fir (<u>Abies</u> spp.) && spruce (<u>Picea</u> spp.) &&  other && Logs && timber && Spruce (<u>Picea</u> spp.) && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Of fir (<u>Abies</u> spp.) && spruce (<u>Picea</u> spp.) &&  other && Logs && timber && Other fir; balsam && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Of fir (<u>Abies</u> spp.) && spruce (<u>Picea</u> spp.) &&  other && Other,pulpwood;roughly squared;squared;coniferous;balsam;power poles;telephone;spruce;posts;timber;poles;logs;fir;piles;stripped of bark;sap;wood;telegraph;rough;bark;sap wood;electrical;electrical power poles;power;electrical power;fence;bark or sap;roughly;fence posts;stripped,Abies spp.;Picea spp.
2193,440325,Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Other &&  of which any cross-sectional dimension is 15 cm or more && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Other &&  of which any cross-sectional dimension is 15 cm or more && Poles &&  piles && posts && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Other &&  of which any cross-sectional dimension is 15 cm or more && Poles &&  piles && posts && Telephone &&  telegraph && electrical power poles && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Other &&  of which any cross-sectional dimension is 15 cm or more && Poles &&  piles && posts && Fence posts && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Other &&  of which any cross-sectional dimension is 15 cm or more && Poles &&  piles && posts && Other && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Other &&  of which any cross-sectional dimension is 15 cm or more && Logs && timber && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Other &&  of which any cross-sectional dimension is 15 cm or more && Logs && timber && Douglas-fir (<u>Pseudotsuga</u> <u>menziesii</u>) && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Other &&  of which any cross-sectional dimension is 15 cm or more && Logs && timber && Western hemlock (<u>Tsuga</u> <u>heterophylla</u>) && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Other &&  of which any cross-sectional dimension is 15 cm or more && Logs && timber && Other hemlock && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Other &&  of which any cross-sectional dimension is 15 cm or more && Logs && timber && Western red cedar (<u>Thuja</u> <u>plicata</u>) && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Other &&  of which any cross-sectional dimension is 15 cm or more && Logs && timber && Other cedar && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Other &&  of which any cross-sectional dimension is 15 cm or more && Logs && timber && Other && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Other &&  of which any cross-sectional dimension is 15 cm or more && Other,roughly squared;squared;coniferous;power poles;telephone;cm;posts;timber;poles;sectional dimension;logs;red;fir;piles;stripped of bark;western red;sap;wood;douglas;cross;dimension;hemlock;telegraph;rough;western hemlock;bark;sap wood;electrical;western;electrical power poles;red cedar;power;electrical power;fence;cedar;sectional;western red cedar;bark or sap;roughly;fence posts;stripped,Pseudotsuga menziesii;Tsuga heterophylla;Thuja plicata
2194,440326,Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Other && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Other && Pulpwood && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Other && Poles &&  piles && posts && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Other && Poles &&  piles && posts && Telephone &&  telegraph && electrical power poles && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Other && Poles &&  piles && posts && Fence posts && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Other && Poles &&  piles && posts && Other && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Other && Logs && timber && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Other && Logs && timber && Douglas-fir (<u>Pseudotsuga</u> <u>menziesii</u>) && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Other && Logs && timber && Western hemlock (<u>Tsuga</u> <u>heterophylla</u>) && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Other && Logs && timber && Other hemlock && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Other && Logs && timber && Western red cedar (<u>Thuja</u> <u>plicata</u>) && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Other && Logs && timber && Other cedar && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Other && Logs && timber && Other && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  coniferous && Other && Other,pulpwood;roughly squared;squared;coniferous;power poles;telephone;posts;timber;poles;logs;red;fir;piles;stripped of bark;western red;sap;wood;douglas;hemlock;telegraph;rough;western hemlock;bark;sap wood;electrical;western;electrical power poles;red cedar;power;electrical power;fence;cedar;western red cedar;bark or sap;roughly;fence posts;stripped,Pseudotsuga menziesii;Tsuga heterophylla;Thuja plicata
2195,440341,Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  of tropical wood && Dark Red Meranti &&  Light Red Meranti && Meranti Bakau && Wood in the rough &&  whether or not stripped of bark or sap-wood &&  or roughly squared && Other &&  of tropical wood specified in subheading note 1 to this chapter && Wood in the rough &&  whether or not stripped of bark or sap-wood &&  or roughly squared && Other &&  of tropical wood specified in subheading note 1 to this chapter && Dark Red Meranti &&  Light Red Meranti && Meranti Bakau,tropical;roughly squared;squared;dark red;dark;tropical wood specified;subheading note;light red;dark red meranti;meranti;meranti bakau;specified;subheading;wood specified;red;bakau;stripped of bark;sap;wood;light;rough;tropical wood;specified in subheading;bark;sap wood;note;red meranti;bark or sap;chapter;roughly;stripped;light red meranti,
2196,440349,Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other &&  of tropical wood && Other && Wood in the rough &&  whether or not stripped of bark or sap-wood &&  or roughly squared && Other &&  of tropical wood specified in subheading note 1 to this chapter && Other,tropical;roughly squared;squared;tropical wood specified;subheading note;specified;subheading;wood specified;stripped of bark;sap;wood;rough;tropical wood;bark;sap wood;note;bark or sap;chapter;roughly;stripped;specified in subheading,
2197,440391,Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other && Of oak (<u>Quercus</u> spp.) && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other && Of oak (<u>Quercus</u> spp.) && Of red oak && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other && Of oak (<u>Quercus</u> spp.) && Other && Wood in the rough &&  whether or not stripped of bark or sap-wood &&  or roughly squared && Other && Wood in the rough &&  whether or not stripped of bark or sap-wood &&  or roughly squared && Other && Of oak ( <i>Quercus</i> spp.) && Wood in the rough &&  whether or not stripped of bark or sap-wood &&  or roughly squared && Other && Of oak ( <i>Quercus</i> spp.) && Of red oak && Wood in the rough &&  whether or not stripped of bark or sap-wood &&  or roughly squared && Other && Of oak ( <i>Quercus</i> spp.) && Other,wood;roughly;roughly squared;squared;rough;oak;bark or sap;red;stripped;bark;red oak;stripped of bark;sap wood;sap,Quercus spp.
2198,440393,Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other && Of beech (<u>Fagus</u> spp.) &&  of which any cross-sectional dimension is 15 cm or more,wood;roughly squared;squared;cross;cm;dimension;rough;sectional;sectional dimension;beech;bark or sap;roughly;stripped;bark;stripped of bark;sap wood;sap,Fagus spp.
2199,440394,Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other && Of beech (<u>Fagus</u> spp.) &&  other,wood;roughly squared;squared;rough;beech;bark or sap;roughly;stripped;bark;stripped of bark;sap wood;sap,Fagus spp.
2200,440395,Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other && Of birch (<u>Betula</u> spp.) &&  of which any cross-sectional dimension is 15 cm or more && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other && Of birch (<u>Betula</u> spp.) &&  of which any cross-sectional dimension is 15 cm or more && Poles &&  piles && posts && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other && Of birch (<u>Betula</u> spp.) &&  of which any cross-sectional dimension is 15 cm or more && Other,wood;roughly squared;squared;cross;cm;dimension;piles;posts;birch;rough;poles;sectional;sectional dimension;bark or sap;roughly;stripped;bark;stripped of bark;sap wood;sap,Betula spp.
2201,440396,Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other && Of birch (<u>Betula</u> spp.) &&  other && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other && Of birch (<u>Betula</u> spp.) &&  other && Pulpwood && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other && Of birch (<u>Betula</u> spp.) &&  other && Poles &&  piles && posts && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other && Of birch (<u>Betula</u> spp.) &&  other && Other,wood;pulpwood;roughly squared;squared;piles;posts;birch;rough;poles;bark or sap;roughly;stripped;bark;stripped of bark;sap wood;sap,Betula spp.
2202,440397,Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other && Of poplar && aspen (<u>Populus</u> spp.) && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other && Of poplar && aspen (<u>Populus</u> spp.) && Pulpwood && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other && Of poplar && aspen (<u>Populus</u> spp.) && Poles &&  piles && posts && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other && Of poplar && aspen (<u>Populus</u> spp.) && Other && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other && Of poplar && aspen (<u>Populus</u> spp.) && Other && Of yellow poplar (<u>Liriodendron</u> <u>tulipifera</u>) && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other && Of poplar && aspen (<u>Populus</u> spp.) && Other && Of other poplar; of aspen or cottonwood,pulpwood;roughly squared;squared;yellow poplar;poplar;aspen;cottonwood;posts;poles;yellow;piles;stripped of bark;sap;wood;rough;bark;sap wood;aspen or cottonwood;bark or sap;roughly;stripped,Populus spp.;Liriodendron tulipifera
2203,440398,Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other && Of eucalyptus (<u>Eucalyptus</u> spp.) && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other && Of eucalyptus (<u>Eucalyptus</u> spp.) && Pulpwood && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other && Of eucalyptus (<u>Eucalyptus</u> spp.) && Poles &&  piles && posts && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other && Of eucalyptus (<u>Eucalyptus</u> spp.) && Other,wood;pulpwood;roughly squared;squared;eucalyptus;posts;rough;poles;bark or sap;roughly;stripped;bark;piles;stripped of bark;sap wood;sap,Eucalyptus spp.
2204,440399,Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other && Other && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other && Other && Pulpwood && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other && Other && Poles &&  piles && posts && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other && Other && Other && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other && Other && Other && Of ash (<u>Fraxinus</u> spp.) && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other && Other && Other && Of western red alder (<u>Alnus</u> <u>rubra</u>) && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other && Other && Other && Of cherry (<u>Prunus</u> spp.) && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other && Other && Other && Of maple (<u>Acer</u> spp.) && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other && Other && Other && Of walnut (<u>Juglans</u> spp.) && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other && Other && Other && Of paulownia (<u>Paulownia</u> spp.) && Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared && Other && Other && Other && Other && Wood in the rough &&  whether or not stripped of bark or sap-wood &&  or roughly squared && Other && Other && Wood in the rough &&  whether or not stripped of bark or sap-wood &&  or roughly squared && Other && Other && Pulpwood && Wood in the rough &&  whether or not stripped of bark or sap-wood &&  or roughly squared && Other && Other && Pulpwood && Of poplar &&  aspen or cottonwood && Wood in the rough &&  whether or not stripped of bark or sap-wood &&  or roughly squared && Other && Other && Pulpwood && Other && Wood in the rough &&  whether or not stripped of bark or sap-wood &&  or roughly squared && Other && Other && Poles &&  piles && posts && Wood in the rough &&  whether or not stripped of bark or sap-wood &&  or roughly squared && Other && Other && Poles &&  piles && posts && Of poplar &&  aspen or cottonwood && Wood in the rough &&  whether or not stripped of bark or sap-wood &&  or roughly squared && Other && Other && Poles &&  piles && posts && Of birch && Wood in the rough &&  whether or not stripped of bark or sap-wood &&  or roughly squared && Other && Other && Poles &&  piles && posts && Other && Wood in the rough &&  whether or not stripped of bark or sap-wood &&  or roughly squared && Other && Other && Other && Wood in the rough &&  whether or not stripped of bark or sap-wood &&  or roughly squared && Other && Other && Other && Of birch ( <i>Betula</i> spp.) && Wood in the rough &&  whether or not stripped of bark or sap-wood &&  or roughly squared && Other && Other && Other && Of ash ( <i>Fraxinus</i> spp.) && Wood in the rough &&  whether or not stripped of bark or sap-wood &&  or roughly squared && Other && Other && Other && Of western red alder ( <i>Alnus rubra</i> ) && Wood in the rough &&  whether or not stripped of bark or sap-wood &&  or roughly squared && Other && Other && Other && Of cherry ( <i>Prunus</i> spp.) && Wood in the rough &&  whether or not stripped of bark or sap-wood &&  or roughly squared && Other && Other && Other && Of maple ( <i>Acer</i> spp.) && Wood in the rough &&  whether or not stripped of bark or sap-wood &&  or roughly squared && Other && Other && Other && Of yellow poplar ( <i> Liriodendron tulipifera </i> ) && Wood in the rough &&  whether or not stripped of bark or sap-wood &&  or roughly squared && Other && Other && Other && Of other poplar; of aspen or cottonwood && Wood in the rough &&  whether or not stripped of bark or sap-wood &&  or roughly squared && Other && Other && Other && Of walnut ( <i>Juglans</i> spp.) && Wood in the rough &&  whether or not stripped of bark or sap-wood &&  or roughly squared && Other && Other && Other && Of paulownia ( <i>Paulownia</i> spp.) && Wood in the rough &&  whether or not stripped of bark or sap-wood &&  or roughly squared && Other && Other && Other && Other,ash;pulpwood;roughly squared;squared;yellow poplar;poplar;aspen;cottonwood;alder;posts;maple;birch;poles;yellow;red;western red;piles;stripped of bark;sap;wood;walnut;rough;cherry;western red alder;bark;sap wood;aspen or cottonwood;paulownia;red alder;western;bark or sap;roughly;stripped,Alnus rubra;Acer spp.;Prunus spp.;Betula spp.;Paulownia spp.;Juglans spp.;Fraxinus spp.
