,entity_id,is_coniferous,sc_name,family,flag,range_state,common_name,genus
5093,5094,,Euphorbia longispina,Euphorbiaceae,1.0,"ET,SO",,Euphorbia
5094,5095,,Euphorbia longituberculosa,Euphorbiaceae,1.0,"ET,KE,OM,SA,SO,YE",,Euphorbia
5095,5096,,Euphorbia lophogona,Euphorbiaceae,1.0,MG,Betanana,Euphorbia
5096,5097,,Euphorbia loricata,Euphorbiaceae,1.0,ZA,,Euphorbia
5097,5098,,Euphorbia louwii,Euphorbiaceae,1.0,ZA,,Euphorbia
5098,5099,,Euphorbia luapulana,Euphorbiaceae,1.0,ZM,,Euphorbia
5099,5100,,Euphorbia lukoseana,Euphorbiaceae,1.0,TZ,,Euphorbia
5100,5101,,Euphorbia lumbricalis,Euphorbiaceae,1.0,ZA,,Euphorbia
5101,5102,,Euphorbia lupulina,Euphorbiaceae,1.0,"CO,VE",,Euphorbia
5102,5103,,Euphorbia lydenburgensis,Euphorbiaceae,1.0,ZA,,Euphorbia
5103,5104,,Euphorbia macella,Euphorbiaceae,1.0,ZA,,Euphorbia
5104,5105,,Euphorbia magnicapsula,Euphorbiaceae,1.0,"KE,UG,TZ",,Euphorbia
5105,5106,,Euphorbia mahabobokensis,Euphorbiaceae,1.0,MG,,Euphorbia
5106,5107,,Euphorbia mahafalensis,Euphorbiaceae,1.0,MG,,Euphorbia
5107,5108,,Euphorbia mainty,Euphorbiaceae,0.0,MG,Famata Mainty,Euphorbia
5108,5109,,Euphorbia makallensis,Euphorbiaceae,1.0,ET,,Euphorbia
5109,5110,,Euphorbia maleolens,Euphorbiaceae,1.0,ZA,,Euphorbia
5110,5111,,Euphorbia malevola,Euphorbiaceae,1.0,"BW,MW,ZM,ZW",,Euphorbia
5111,5112,,Euphorbia mammillaris,Euphorbiaceae,1.0,ZA,,Euphorbia
5112,5113,,Euphorbia mangelsdorffii,Euphorbiaceae,1.0,MG,,Euphorbia
5113,5114,,Euphorbia mangokyensis,Euphorbiaceae,1.0,MG,,Euphorbia
5114,5115,,Euphorbia margaretae,Euphorbiaceae,1.0,SO,,Euphorbia
5115,5116,,Euphorbia maritae,Euphorbiaceae,1.0,TZ,,Euphorbia
5116,5117,,Euphorbia marlothiana,Euphorbiaceae,1.0,ZA,,Euphorbia
5117,5118,,Euphorbia marsabitensis,Euphorbiaceae,1.0,KE,,Euphorbia
5118,5119,,Euphorbia martinae,Euphorbiaceae,1.0,MG,,Euphorbia
5119,5120,,Euphorbia masirahensis,Euphorbiaceae,1.0,OM,,Euphorbia
5120,5121,,Euphorbia matabelensis,Euphorbiaceae,1.0,"AO,BW,KE,MW,MZ,TZ,ZM,ZW",,Euphorbia
5121,5122,,Euphorbia mauritanica,Euphorbiaceae,1.0,"NA,ZA",,Euphorbia
5122,5123,,Euphorbia mayuranathanii,Euphorbiaceae,1.0,IN,,Euphorbia
5123,5124,,Euphorbia mcvaughii,Euphorbiaceae,1.0,,,Euphorbia
5124,5125,,Euphorbia meenae,Euphorbiaceae,1.0,IN,,Euphorbia
5125,5126,,Euphorbia melanohydrata,Euphorbiaceae,1.0,ZA,,Euphorbia
5126,5127,,Euphorbia meloformis,Euphorbiaceae,1.0,ZA,,Euphorbia
5127,5128,,Euphorbia memoralis,Euphorbiaceae,1.0,ZW,,Euphorbia
5128,5129,,Euphorbia meridionalis,Euphorbiaceae,1.0,"KE,TZ",,Euphorbia
5129,5130,,Euphorbia micracantha,Euphorbiaceae,1.0,ZA,,Euphorbia
5130,5131,,Euphorbia migiurtinorum,Euphorbiaceae,1.0,"ET,SO",,Euphorbia
5131,5132,,Euphorbia milii,Euphorbiaceae,1.0,MG,Crown Of Thorns;Songosongo,Euphorbia
5132,5133,,Euphorbia millotii,Euphorbiaceae,1.0,MG,,Euphorbia
5133,5134,,Euphorbia minuta,Euphorbiaceae,1.0,ES,,Euphorbia
5134,5135,,Euphorbia mira,Euphorbiaceae,1.0,ZA,,Euphorbia
5135,5136,,Euphorbia mitriformis,Euphorbiaceae,1.0,SO,,Euphorbia
5136,5137,,Euphorbia mitsimbinensis,Euphorbiaceae,1.0,,,Euphorbia
5137,5138,,Euphorbia mixta,Euphorbiaceae,1.0,ZA,,Euphorbia
5138,5139,,Euphorbia mlanjeana,Euphorbiaceae,1.0,MW,,Euphorbia
5139,5140,,Euphorbia monacantha,Euphorbiaceae,1.0,ET,,Euphorbia
5140,5141,,Euphorbia monadenioides,Euphorbiaceae,1.0,"ET,UG",,Euphorbia
5141,5142,,Euphorbia monteiri,Euphorbiaceae,1.0,"AO,BW,NA,ZA",,Euphorbia
5142,5143,,Euphorbia moratii,Euphorbiaceae,1.0,MG,,Euphorbia
5143,5144,,Euphorbia mosaica,Euphorbiaceae,1.0,SO,,Euphorbia
5144,5145,,Euphorbia muirii,Euphorbiaceae,1.0,ZA,,Euphorbia
5145,5146,,Euphorbia multiceps,Euphorbiaceae,1.0,ZA,,Euphorbia
5146,5147,,Euphorbia multiclava,Euphorbiaceae,1.0,SO,,Euphorbia
5147,5148,,Euphorbia multifida,Euphorbiaceae,1.0,ZA,,Euphorbia
5148,5149,,Euphorbia multifolia,Euphorbiaceae,1.0,ZA,,Euphorbia
5149,5150,,Euphorbia mundtii,Euphorbiaceae,1.0,ZA,,Euphorbia
5150,5151,,Euphorbia muricata,Euphorbiaceae,1.0,ZA,,Euphorbia
5151,5152,,Euphorbia mwinilungensis,Euphorbiaceae,1.0,"AO,ZM",,Euphorbia
5152,5153,,Euphorbia myrioclada,Euphorbiaceae,1.0,SO,,Euphorbia
5153,5154,,Euphorbia namibensis,Euphorbiaceae,0.0,,,Euphorbia
5154,5155,,Euphorbia namuskluftensis,Euphorbiaceae,1.0,,,Euphorbia
5155,5156,,Euphorbia navae,Euphorbiaceae,1.0,ES,,Euphorbia
5156,5157,,Euphorbia negromontana,Euphorbiaceae,1.0,AO,,Euphorbia
5157,5158,,Euphorbia neobosseri,Euphorbiaceae,1.0,MG,,Euphorbia
5158,5159,,Euphorbia neohumbertii,Euphorbiaceae,1.0,MG,,Euphorbia
5159,5160,,Euphorbia neriifolia,Euphorbiaceae,1.0,IN,,Euphorbia
5160,5161,,Euphorbia nesemannii,Euphorbiaceae,1.0,ZA,,Euphorbia
5161,5162,,Euphorbia nigrispina,Euphorbiaceae,1.0,"DJ,ET,SO",,Euphorbia
5162,5163,,Euphorbia nigrispinoides,Euphorbiaceae,1.0,ET,,Euphorbia
5163,5164,,Euphorbia nivulia,Euphorbiaceae,1.0,"IN,PK",,Euphorbia
5164,5165,,Euphorbia norfolkiana,Euphorbiaceae,1.0,NF,,Euphorbia
5165,5166,,Euphorbia nubica,Euphorbiaceae,1.0,"EG,ET,KE,SO,S1,UG",,Euphorbia
5166,5167,,Euphorbia nubigena,Euphorbiaceae,1.0,AO,,Euphorbia
5167,5168,,Euphorbia nyassae,Euphorbiaceae,1.0,TZ,,Euphorbia
5168,5169,,Euphorbia nyikae,Euphorbiaceae,1.0,"KE,TZ",,Euphorbia
5169,5170,,Euphorbia obesa,Euphorbiaceae,1.0,ZA,,Euphorbia
5170,5171,,Euphorbia odontophora,Euphorbiaceae,1.0,KE,,Euphorbia
5171,5172,,Euphorbia officinarum,Euphorbiaceae,1.0,MA,,Euphorbia
5172,5173,,Euphorbia oligoclada,Euphorbiaceae,1.0,AO,,Euphorbia
5173,5174,,Euphorbia omariana,Euphorbiaceae,1.0,ET,,Euphorbia
5174,5175,,Euphorbia opuntioides,Euphorbiaceae,1.0,AO,,Euphorbia
5175,5176,,Euphorbia orbiculifolia,Euphorbiaceae,1.0,OM,,Euphorbia
5176,5177,,Euphorbia ornithopus,Euphorbiaceae,1.0,ZA,,Euphorbia
5177,5178,,Euphorbia otjipembana,Euphorbiaceae,1.0,,,Euphorbia
5178,5179,,Euphorbia oxystegia,Euphorbiaceae,1.0,ZA,,Euphorbia
5179,5180,,Euphorbia pachyclada,Euphorbiaceae,1.0,SO,,Euphorbia
5180,5181,,Euphorbia pachypodioides,Euphorbiaceae,1.0,MG,,Euphorbia
5181,5182,,Euphorbia pachysantha,Euphorbiaceae,0.0,MG,,Euphorbia
5182,5183,,Euphorbia paganorum,Euphorbiaceae,1.0,"BF,ML,NG,SN",,Euphorbia
5183,5184,,Euphorbia panchganiensis,Euphorbiaceae,1.0,IN,,Euphorbia
5184,5185,,Euphorbia papilionum,Euphorbiaceae,1.0,SO,,Euphorbia
5185,5186,,Euphorbia parciramulosa,Euphorbiaceae,1.0,"SA,YE",,Euphorbia
5186,5187,,Euphorbia parviceps,Euphorbiaceae,1.0,AO,,Euphorbia
5187,5188,,Euphorbia parvicyathophora,Euphorbiaceae,1.0,MG,,Euphorbia
5188,5189,,Euphorbia patentispina,Euphorbiaceae,1.0,SO,,Euphorbia
5189,5190,,Euphorbia paulianii,Euphorbiaceae,1.0,MG,,Euphorbia
5190,5191,,Euphorbia pedemontana,Euphorbiaceae,1.0,ZA,,Euphorbia
5191,5192,,Euphorbia pedilanthoides,Euphorbiaceae,1.0,MG,,Euphorbia
5192,5193,,Euphorbia pedroi,Euphorbiaceae,1.0,PT,Eufórbia-de-gomes-pedro,Euphorbia
5193,5194,,Euphorbia pentagona,Euphorbiaceae,1.0,ZA,,Euphorbia
5194,5195,,Euphorbia pentops,Euphorbiaceae,1.0,ZA,,Euphorbia
5195,5196,,Euphorbia perangusta,Euphorbiaceae,1.0,ZA,,Euphorbia
5196,5197,,Euphorbia perarmata,Euphorbiaceae,1.0,SO,,Euphorbia
5197,5198,,Euphorbia perpera,Euphorbiaceae,1.0,ZA,,Euphorbia
5198,5199,,Euphorbia perplexa,Euphorbiaceae,1.0,ZM,,Euphorbia
5199,5200,,Euphorbia perrieri,Euphorbiaceae,1.0,MG,,Euphorbia
5200,5201,,Euphorbia persistentifolia,Euphorbiaceae,1.0,"ZM,ZW",,Euphorbia
5201,5202,,Euphorbia pervittata,Euphorbiaceae,1.0,KE,,Euphorbia
5202,5203,,Euphorbia petraea,Euphorbiaceae,0.0,UG,,Euphorbia
5203,5204,,Euphorbia petricola,Euphorbiaceae,1.0,KE,,Euphorbia
5204,5205,,Euphorbia petterssonii,Euphorbiaceae,1.0,ES,,Euphorbia
5205,5206,,Euphorbia phillipsiae,Euphorbiaceae,1.0,SO,,Euphorbia
5206,5207,,Euphorbia phillipsioides,Euphorbiaceae,1.0,SO,,Euphorbia
5207,5208,,Euphorbia phosphorea,Euphorbiaceae,1.0,BR,,Euphorbia
5208,5209,,Euphorbia pillansii,Euphorbiaceae,1.0,ZA,,Euphorbia
5209,5210,,Euphorbia piscatoria,Euphorbiaceae,0.0,PT,Figuera do inferno;Fish-stunning Spurge,Euphorbia
5210,5211,,Euphorbia piscidermis,Euphorbiaceae,1.0,ET,,Euphorbia
5211,5212,,Euphorbia plagiantha,Euphorbiaceae,0.0,MG,Fiha,Euphorbia
5212,5213,,Euphorbia planiceps,Euphorbiaceae,1.0,ZA,,Euphorbia
5213,5214,,Euphorbia platycephala,Euphorbiaceae,1.0,"MW,TZ,ZM,ZW",,Euphorbia
5214,5215,,Euphorbia platyclada,Euphorbiaceae,1.0,MG,,Euphorbia
5215,5216,,Euphorbia platyrrhiza,Euphorbiaceae,1.0,ZM,,Euphorbia
5216,5217,,Euphorbia plenispina,Euphorbiaceae,1.0,MZ,,Euphorbia
5217,5218,,Euphorbia plumerioides,Euphorbiaceae,1.0,"AU,ID,PG,PH",,Euphorbia
5218,5219,,Euphorbia poissonii,Euphorbiaceae,1.0,"BJ,CI,GH,NG,TG",,Euphorbia
5219,5220,,Euphorbia polyacantha,Euphorbiaceae,1.0,"ET,SD,S1",,Euphorbia
5220,5221,,Euphorbia polycephala,Euphorbiaceae,1.0,ZA,,Euphorbia
5221,5222,,Euphorbia polygona,Euphorbiaceae,1.0,ZA,,Euphorbia
5222,5223,,Euphorbia ponderosa,Euphorbiaceae,1.0,SO,,Euphorbia
5223,5224,,Euphorbia porphyrantha,Euphorbiaceae,1.0,CL,,Euphorbia
5224,5225,,Euphorbia primulifolia,Euphorbiaceae,1.0,MG,,Euphorbia
5225,5226,,Euphorbia proballyana,Euphorbiaceae,1.0,TZ,,Euphorbia
5226,5227,,Euphorbia prona,Euphorbiaceae,1.0,SO,,Euphorbia
5227,5228,,Euphorbia prostrata,Euphorbiaceae,1.0,"AO,AR,AU,AT,BS,BD,BZ,BJ,BM,BO,BW,BR,IO,BF,BI,CV,CM,KY,CG,CK,CI,CU,CY,CD,DJ,DO,EC,FJ,FR,GF,PF,GA,GM,DE,GH,GR,GT,GW,GY,HT,HN,HU,IN,ID,IR,IT,JM,JP,KI,LR,MW,MX,MZ,NP,AN,NI,NG,PE,PT,PR,RO,RW,SH,SN,SC,SL,ES,SR,CH,TH,TG,TT,US,VE,ZM,ZW",,Euphorbia
5228,5229,,Euphorbia psammophila,Euphorbiaceae,1.0,BR,,Euphorbia
5229,5230,,Euphorbia pseudoburuana,Euphorbiaceae,1.0,"KE,TZ",,Euphorbia
5230,5231,,Euphorbia pseudocactus,Euphorbiaceae,1.0,ZA,,Euphorbia
5231,5232,,Euphorbia pseudoduseimata,Euphorbiaceae,1.0,"BW,NA,ZA",,Euphorbia
5232,5233,,Euphorbia pseudoglobosa,Euphorbiaceae,1.0,ZA,,Euphorbia
5233,5234,,Euphorbia pseudotuberosa,Euphorbiaceae,1.0,"BW,ZA",,Euphorbia
5234,5235,,Euphorbia pteroclada,Euphorbiaceae,1.0,CD,,Euphorbia
5235,5236,,Euphorbia pteroneura,Euphorbiaceae,1.0,MX,,Euphorbia
5236,5237,,Euphorbia pubiglans,Euphorbiaceae,1.0,ZA,,Euphorbia
5237,5238,,Euphorbia pugniformis,Euphorbiaceae,1.0,ZA,,Euphorbia
5238,5239,,Euphorbia pulvinata,Euphorbiaceae,1.0,"LS,ZA",,Euphorbia
5239,5240,,Euphorbia punicea,Euphorbiaceae,1.0,"BS,CU,JM",,Euphorbia
5240,5241,,Euphorbia qarad,Euphorbiaceae,1.0,"SA,YE",,Euphorbia
5241,5242,,Euphorbia quadrangularis,Euphorbiaceae,1.0,TZ,,Euphorbia
5242,5243,,Euphorbia quadrata,Euphorbiaceae,1.0,ZA,,Euphorbia
5243,5244,,Euphorbia quadrialata,Euphorbiaceae,1.0,TZ,,Euphorbia
5244,5245,,Euphorbia quadrilatera,Euphorbiaceae,1.0,TZ,,Euphorbia
5245,5246,,Euphorbia quadrispina,Euphorbiaceae,1.0,KE,,Euphorbia
5246,5247,,Euphorbia quaitensis,Euphorbiaceae,1.0,YE,,Euphorbia
5247,5248,,Euphorbia quartziticola,Euphorbiaceae,1.0,MG,,Euphorbia
5248,5249,,Euphorbia quinquecostata,Euphorbiaceae,1.0,"KE,TZ",,Euphorbia
5249,5250,,Euphorbia radians,Euphorbiaceae,1.0,"MX,US",,Euphorbia
5250,5251,,Euphorbia ramiglans,Euphorbiaceae,1.0,ZA,,Euphorbia
5251,5252,,Euphorbia ramulosa,Euphorbiaceae,1.0,MZ,,Euphorbia
5252,5253,,Euphorbia razafindratsirae,Euphorbiaceae,1.0,MG,,Euphorbia
5253,5254,,Euphorbia razafinjohanii,Euphorbiaceae,1.0,MG,,Euphorbia
5254,5255,,Euphorbia reclinata,Euphorbiaceae,1.0,TZ,,Euphorbia
5255,5256,,Euphorbia rectirama,Euphorbiaceae,1.0,ZA,,Euphorbia
5256,5257,,Euphorbia regis-jubae,Euphorbiaceae,1.0,"MA,ES",,Euphorbia
5257,5258,,Euphorbia reptans,Euphorbiaceae,1.0,SO,,Euphorbia
5258,5259,,Euphorbia resinifera,Euphorbiaceae,1.0,MA,,Euphorbia
5259,5260,,Euphorbia restituta,Euphorbiaceae,1.0,ZA,,Euphorbia
5260,5261,,Euphorbia restricta,Euphorbiaceae,1.0,ZA,,Euphorbia
5261,5262,,Euphorbia retrospina,Euphorbiaceae,1.0,MG,,Euphorbia
5262,5263,,Euphorbia rhabdodes,Euphorbiaceae,1.0,BR,,Euphorbia
5263,5264,,Euphorbia rhombifolia,Euphorbiaceae,1.0,ZA,,Euphorbia
5264,5265,,Euphorbia richardsiae,Euphorbiaceae,1.0,MW,,Euphorbia
5265,5266,,Euphorbia rivae,Euphorbiaceae,1.0,"EG,ET,KE,S1",,Euphorbia
5266,5267,,Euphorbia robecchii,Euphorbiaceae,1.0,"ET,KE,SO,TZ",,Euphorbia
5267,5268,,Euphorbia robivelonae,Euphorbiaceae,1.0,MG,,Euphorbia
5268,5269,,Euphorbia rossii,Euphorbiaceae,1.0,MG,,Euphorbia
5269,5270,,Euphorbia rowlandii,Euphorbiaceae,1.0,"ZA,ZW",,Euphorbia
5270,5271,,Euphorbia royleana,Euphorbiaceae,1.0,"IN,NP",,Euphorbia
5271,5272,,Euphorbia rubella,Euphorbiaceae,1.0,ET,,Euphorbia
5272,5273,,Euphorbia rubrimarginata,Euphorbiaceae,1.0,"ET,KE",,Euphorbia
5273,5274,,Euphorbia rubriseminalis,Euphorbiaceae,1.0,YE,,Euphorbia
5274,5275,,Euphorbia rubrispinosa,Euphorbiaceae,1.0,TZ,,Euphorbia
5275,5276,,Euphorbia rudis,Euphorbiaceae,1.0,"NA,ZA",,Euphorbia
5276,5277,,Euphorbia rudolfii,Euphorbiaceae,1.0,ZA,,Euphorbia
5277,5278,,Euphorbia rugosiflora,Euphorbiaceae,1.0,ZW,,Euphorbia
5278,5279,,Euphorbia sakarahaensis,Euphorbiaceae,1.0,MG,,Euphorbia
5279,5280,,Euphorbia samburuensis,Euphorbiaceae,1.0,KE,,Euphorbia
5280,5281,,Euphorbia santapaui,Euphorbiaceae,1.0,IN,,Euphorbia
5281,5282,,Euphorbia sapinii,Euphorbiaceae,1.0,"CM,CF,CD",,Euphorbia
5282,5283,,Euphorbia sarcodes,Euphorbiaceae,1.0,BR,,Euphorbia
5283,5284,,Euphorbia sarcostemmoides,Euphorbiaceae,1.0,AU,,Euphorbia
5284,5285,,Euphorbia saxorum,Euphorbiaceae,1.0,KE,,Euphorbia
5285,5286,,Euphorbia scarlatina,Euphorbiaceae,1.0,KE,,Euphorbia
5286,5287,,Euphorbia schimperi,Euphorbiaceae,1.0,"SA,YE",,Euphorbia
5287,5288,,Euphorbia schinzii,Euphorbiaceae,1.0,"BW,ZA,ZW",,Euphorbia
5288,5289,,Euphorbia schizacantha,Euphorbiaceae,1.0,"ET,KE,SO",,Euphorbia
5289,5290,,Euphorbia schmitzii,Euphorbiaceae,1.0,CD,,Euphorbia
5290,5291,,Euphorbia schoenlandii,Euphorbiaceae,1.0,ZA,,Euphorbia
5291,5292,,Euphorbia scitula,Euphorbiaceae,1.0,AO,,Euphorbia
5292,5293,,Euphorbia scyphadena,Euphorbiaceae,1.0,SO,,Euphorbia
5293,5294,,Euphorbia sebsebei,Euphorbiaceae,1.0,ET,,Euphorbia
5294,5295,,Euphorbia seibanica,Euphorbiaceae,1.0,YE,,Euphorbia
5295,5296,,Euphorbia sekukuniensis,Euphorbiaceae,0.0,ZA,,Euphorbia
5296,5297,,Euphorbia semperflorens,Euphorbiaceae,1.0,AO,,Euphorbia
5297,5298,,Euphorbia septentrionalis,Euphorbiaceae,1.0,"ET,KE,UG",,Euphorbia
5298,5299,,Euphorbia sepulta,Euphorbiaceae,1.0,SO,,Euphorbia
5299,5300,,Euphorbia serendipita,Euphorbiaceae,1.0,KE,,Euphorbia
5300,5301,,Euphorbia seretii,Euphorbiaceae,1.0,"CD,ZM",,Euphorbia
5301,5302,,Euphorbia sessiliflora,Euphorbiaceae,1.0,"IN,MM",,Euphorbia
5302,5303,,Euphorbia setispina,Euphorbiaceae,1.0,SO,,Euphorbia
5303,5304,,Euphorbia silenifolia,Euphorbiaceae,1.0,ZA,,Euphorbia
5304,5305,,Euphorbia similiramea,Euphorbiaceae,1.0,"KE,TZ",,Euphorbia
5305,5306,,Euphorbia sipolisii,Euphorbiaceae,1.0,BR,,Euphorbia
5306,5307,,Euphorbia soanieranensis,Euphorbiaceae,1.0,,,Euphorbia
5307,5308,,Euphorbia songweana,Euphorbiaceae,1.0,TZ,,Euphorbia
5308,5309,,Euphorbia spartaria,Euphorbiaceae,1.0,"NA,ZA",,Euphorbia
5309,5310,,Euphorbia speciosa,Euphorbiaceae,1.0,ZM,,Euphorbia
5310,5311,,Euphorbia specksii,Euphorbiaceae,1.0,TZ,,Euphorbia
5311,5312,,Euphorbia spicata,Euphorbiaceae,1.0,ZA,,Euphorbia
5312,5313,,Euphorbia spinea,Euphorbiaceae,1.0,"NA,ZA",,Euphorbia
5313,5314,,Euphorbia spiralis,Euphorbiaceae,0.0,YE,,Euphorbia
5314,5315,,Euphorbia squarrosa,Euphorbiaceae,1.0,ZA,,Euphorbia
5315,5316,,Euphorbia stapelioides,Euphorbiaceae,1.0,ZA,,Euphorbia
5316,5317,,Euphorbia stapfii,Euphorbiaceae,1.0,UG,,Euphorbia
5317,5318,,Euphorbia stellata,Euphorbiaceae,1.0,ZA,,Euphorbia
5318,5319,,Euphorbia stellispina,Euphorbiaceae,1.0,ZA,,Euphorbia
5319,5320,,Euphorbia stenoclada,Euphorbiaceae,0.0,MG,,Euphorbia
5320,5321,,Euphorbia stolonifera,Euphorbiaceae,1.0,ZA,,Euphorbia
5321,5322,,Euphorbia strangulata,Euphorbiaceae,1.0,AO,,Euphorbia
5322,5323,,Euphorbia strigosa,Euphorbiaceae,1.0,MX,,Euphorbia
5323,5324,,Euphorbia stygiana,Euphorbiaceae,1.0,PT,,Euphorbia
5324,5325,,Euphorbia submammillaris,Euphorbiaceae,1.0,ZA,,Euphorbia
5325,5326,,Euphorbia subsalsa,Euphorbiaceae,1.0,"AO,NA",,Euphorbia
5326,5327,,Euphorbia subscandens,Euphorbiaceae,1.0,KE,,Euphorbia
5327,5328,,Euphorbia sudanica,Euphorbiaceae,1.0,"BF,ML,SN",,Euphorbia
5328,5329,,Euphorbia suffulta,Euphorbiaceae,1.0,ZA,,Euphorbia
5329,5330,,Euphorbia sumati,Euphorbiaceae,1.0,KE,,Euphorbia
5330,5331,,Euphorbia superans,Euphorbiaceae,1.0,ZA,,Euphorbia
5331,5332,,Euphorbia suppressa,Euphorbiaceae,1.0,ZA,,Euphorbia
5332,5333,,Euphorbia susan-holmesiae,Euphorbiaceae,1.0,IN,,Euphorbia
5333,5334,,Euphorbia susannae,Euphorbiaceae,1.0,ZA,,Euphorbia
5334,5335,,Euphorbia suzannae-marnierae,Euphorbiaceae,1.0,MG,,Euphorbia
5335,5336,,Euphorbia taboraensis,Euphorbiaceae,1.0,TZ,,Euphorbia
5336,5337,,Euphorbia tanaensis,Euphorbiaceae,1.0,KE,,Euphorbia
5337,5338,,Euphorbia tardieuana,Euphorbiaceae,1.0,MG,,Euphorbia
5338,5339,,Euphorbia taruensis,Euphorbiaceae,1.0,KE,,Euphorbia
5339,5340,,Euphorbia teixeirae,Euphorbiaceae,1.0,AO,,Euphorbia
5340,5341,,Euphorbia teke,Euphorbiaceae,1.0,"CF,CD,S1,UG,TZ",,Euphorbia
5341,5342,,Euphorbia tenax,Euphorbiaceae,1.0,ZA,,Euphorbia
5342,5343,,Euphorbia tenuispinosa,Euphorbiaceae,1.0,KE,,Euphorbia
5343,5344,,Euphorbia tescorum,Euphorbiaceae,1.0,"ET,KE,UG",,Euphorbia
5344,5345,,Euphorbia tetracantha,Euphorbiaceae,1.0,ET,,Euphorbia
5345,5346,,Euphorbia tetracanthoides,Euphorbiaceae,1.0,TZ,,Euphorbia
5346,5347,,Euphorbia tetragona,Euphorbiaceae,1.0,ZA,,Euphorbia
5347,5348,,Euphorbia thinophila,Euphorbiaceae,1.0,CL,,Euphorbia
5348,5349,,Euphorbia tholicola,Euphorbiaceae,1.0,MW,,Euphorbia
5349,5350,,Euphorbia thouarsiana,Euphorbiaceae,1.0,MG,,Euphorbia
5350,5351,,Euphorbia tirucalli,Euphorbiaceae,0.0,"AO,ER,ET,IN,ID,KE,MG,PK,SA,ZA,UG,TZ,ZW",Famata,Euphorbia
5351,5352,,Euphorbia torta,Euphorbiaceae,1.0,"TZ,ZM",,Euphorbia
5352,5353,,Euphorbia tortilis,Euphorbiaceae,1.0,IN,,Euphorbia
5353,5354,,Euphorbia tortirama,Euphorbiaceae,1.0,ZA,,Euphorbia
5354,5355,,Euphorbia tortistyla,Euphorbiaceae,1.0,ZW,,Euphorbia
5355,5356,,Euphorbia transvaalensis,Euphorbiaceae,1.0,"AO,BW,MW,MZ,NA,ZA,SZ,ZM,ZW",,Euphorbia
5356,5357,,Euphorbia triaculeata,Euphorbiaceae,1.0,"DJ,SA,S1,YE",,Euphorbia
5357,5358,,Euphorbia triangularis,Euphorbiaceae,1.0,"MZ,ZA,SZ",,Euphorbia
5358,5359,,Euphorbia trichadenia,Euphorbiaceae,1.0,"AO,NA,ZA,ZW",,Euphorbia
5359,5360,,Euphorbia tridentata,Euphorbiaceae,1.0,ZA,,Euphorbia
5360,5361,,Euphorbia triflora,Euphorbiaceae,1.0,,,Euphorbia
5361,5362,,Euphorbia trigona,Euphorbiaceae,1.0,,,Euphorbia
5362,5363,,Euphorbia tsimbazazae,Euphorbiaceae,1.0,MG,,Euphorbia
5363,5364,,Euphorbia tuberculata,Euphorbiaceae,1.0,ZA,,Euphorbia
5364,5365,,Euphorbia tuberculatoides,Euphorbiaceae,1.0,ZA,,Euphorbia
5365,5366,,Euphorbia tuberosa,Euphorbiaceae,1.0,ZA,,Euphorbia
5366,5367,,Euphorbia tubiglans,Euphorbiaceae,1.0,ZA,,Euphorbia
5367,5368,,Euphorbia tuckeyana,Euphorbiaceae,1.0,CV,,Euphorbia
5368,5369,,Euphorbia tugelensis,Euphorbiaceae,1.0,ZA,,Euphorbia
5369,5370,,Euphorbia tulearensis,Euphorbiaceae,1.0,MG,,Euphorbia
5370,5371,,Euphorbia turbiniformis,Euphorbiaceae,1.0,SO,,Euphorbia
5371,5372,,Euphorbia turkanensis,Euphorbiaceae,1.0,KE,,Euphorbia
5372,5373,,Euphorbia uhligiana,Euphorbiaceae,1.0,"KE,TZ",,Euphorbia
5373,5374,,Euphorbia umbonata,Euphorbiaceae,1.0,SO,,Euphorbia
5374,5375,,Euphorbia umfoloziensis,Euphorbiaceae,1.0,ZA,,Euphorbia
5375,5376,,Euphorbia undulatifolia,Euphorbiaceae,1.0,IN,,Euphorbia
5376,5377,,Euphorbia unicornis,Euphorbiaceae,1.0,MZ,,Euphorbia
5377,5378,,Euphorbia unispina,Euphorbiaceae,1.0,"BJ,CM,CG,NG,S1,TG",,Euphorbia
5378,5379,,Euphorbia uzmuk,Euphorbiaceae,1.0,YE,,Euphorbia
5379,5380,,Euphorbia vaalputsiana,Euphorbiaceae,1.0,ZA,,Euphorbia
5380,5381,,Euphorbia vajravelui,Euphorbiaceae,1.0,IN,,Euphorbia
5381,5382,,Euphorbia vallaris,Euphorbiaceae,1.0,AO,,Euphorbia
5382,5383,,Euphorbia vandermerwei,Euphorbiaceae,1.0,ZA,,Euphorbia
5383,5384,,Euphorbia venenata,Euphorbiaceae,1.0,,,Euphorbia
5384,5385,,Euphorbia venenifica,Euphorbiaceae,1.0,"ET,SD,UG",,Euphorbia
5385,5386,,Euphorbia venteri,Euphorbiaceae,1.0,BW,,Euphorbia
5386,5387,,Euphorbia verruculosa,Euphorbiaceae,0.0,,,Euphorbia
5387,5388,,Euphorbia versicolores,Euphorbiaceae,1.0,ZA,,Euphorbia
5388,5389,,Euphorbia viduiflora,Euphorbiaceae,1.0,AO,,Euphorbia
5389,5390,,Euphorbia viguieri,Euphorbiaceae,1.0,MG,,Euphorbia
5390,5391,,Euphorbia virosa,Euphorbiaceae,1.0,"AO,NA,ZA",,Euphorbia
5391,5392,,Euphorbia vittata,Euphorbiaceae,1.0,KE,,Euphorbia
