,Unnamed: 0,Unnamed: 0.1,hs_code,Indent,Description,sc_names
429,429,429,4412.39.10.00,4,With a face ply of Parana pine (Araucaria angustifolia),
430,430,430,4412.39.30.00,4,With a face ply of European red pine (Pinus silvestris),
431,431,431,4412.39.40,4,Other,
432,432,432,,5,With at least one outer ply of Douglas fir (Pseudotsuga menziesii),
433,433,433,4412.39.40.11,6,Rough &&  or touch sanded for sizing purposes &&  but not further processed,
434,434,434,4412.39.40.12,6,Fully sanded on at least one face &&  but not further processed,
435,435,435,4412.39.40.19,6,Other,
436,436,436,,5,With at least one outer ply of long leaf pine (Pinus palustris) &&  short leaf pine (Pinus echinata) &&  southern yellow pine (loblolly pine)(Pinus taeda) &&  slash pine (Pinus elliotti) &&  pitch pine (Pinus rigida) or Virginia pine (Pinus virginiana),
437,437,437,4412.39.40.31,6,Rough &&  or touch sanded for sizing purposes &&  but not further processed,
438,438,438,4412.39.40.32,6,Fully sanded on at least one face &&  but not further processed,
439,439,439,4412.39.40.39,6,Other,
440,440,440,,5,With at least one outer ply of Agathis spp.,Agathis spp.
441,441,441,4412.39.40.51,6,Rough &&  or touch sanded for sizing purposes &&  but not further processed,Agathis spp.
442,442,442,4412.39.40.52,6,Fully sanded on at least one face &&  but not further processed,Agathis spp.
443,443,443,4412.39.40.59,6,Other,Agathis spp.
444,444,444,,5,Other,
445,445,445,4412.39.40.61,6,Rough &&  or touch sanded for sizing purposes &&  but not further processed,
446,446,446,4412.39.40.62,6,Fully sanded on at least one face &&  but not further processed,
447,447,447,4412.39.40.69,6,Other,
448,448,448,4412.39.50,3,Other,
449,449,449,4412.39.50.10,4,With at least one outer ply of Douglas fir (Pseudotsuga menziesii),
450,450,450,4412.39.50.30,4,With at least one outer ply of long leaf pine (Pinus palustris) &&  short leaf pine (Pinus echinata) &&  southern yellow pine (loblolly pine) (Pinus taeda) &&  slash pine (Pinus elliotti) &&  pitch pine (Pinus rigida) or Virginia pine (Pinus virginiana),
451,451,451,4412.39.50.50,4,Other,
452,452,452,,1,Other,
453,453,453,4412.94,2,Blockboard &&  laminboard && battenboard,
454,454,454,,3,With at least one outer ply of nonconiferous wood,
455,455,455,,4,Plywood,
456,456,456,,5,Not surface covered &&  or surface covered with a clear or transparent material which does not obscure the grain &&  texture or markings of the face ply,
457,457,457,4412.94.10,6,With a face ply of birch (Betula spp.),Betula spp.
458,458,458,4412.94.10.30,7,Not surface covered,Betula spp.
459,459,459,4412.94.10.50,7,Other,Betula spp.
460,460,460,4412.94.31,6,Other,
461,461,461,4412.94.31.05,7,Wood flooring,
462,462,462,,7,Other,
463,463,463,4412.94.31.11,8,With a face ply of Spanish cedar (Cedrela spp.),Cedrela spp.
464,464,464,4412.94.31.21,8,With a face ply of walnut (Juglans spp.),Juglans spp.
465,465,465,4412.94.31.41,8,With a face ply of mahogany (Swietenia spp. or Khaya spp.),Khaya spp.;Swietenia spp.
466,466,466,,8,Other,
467,467,467,4412.94.31.61,9,Not surface covered,
468,468,468,4412.94.31.75,9,Other,
469,469,469,4412.94.41.00,5,Other,
470,470,470,4412.94.51.00,4,Other,
471,471,471,,3,Other,
472,472,472,,4,Plywood,
473,473,473,,5,Not surface covered &&  or surface covered with a clear or transparent material which does not obscure the grain &&  texture or markings of the face ply,
474,474,474,4412.94.60.00,6,With a face ply of Parana pine (Araucaria angustifolia),
475,475,475,4412.94.70.00,6,With a face ply of European red pine (Pinus silvestris),Pinus silvestris
476,476,476,4412.94.80.00,6,Other,
477,477,477,4412.94.90.00,5,Other,
478,478,478,4412.94.95.00,4,Other,
479,479,479,4412.99,2,Other,
480,480,480,,3,With at least one outer ply of nonconiferous wood,
481,481,481,4412.99.06.00,4,Containing at least one layer of particle board,
482,482,482,,4,Other,
483,483,483,,5,Plywood,
484,484,484,,6,Not surface covered &&  or surface covered with a clear or transparent material which does not obscure the grain &&  texture or markings of the face ply,
485,485,485,4412.99.10,7,With a face ply of birch (Betula spp.),Betula spp.
486,486,486,4412.99.10.20,8,Panels not exceeding in any dimension 3.6 mm in thickness &&  1.2 m in width && 2.2 m in length,Betula spp.
487,487,487,,8,Other,Betula spp.
488,488,488,4412.99.10.30,9,Not surface covered,Betula spp.
489,489,489,4412.99.10.40,9,Other,Betula spp.
490,490,490,4412.99.31,7,Other,
491,491,491,4412.99.31.10,8,With a face ply of Spanish cedar (Cedrela spp.),Cedrela spp.
492,492,492,4412.99.31.20,8,With a face ply of walnut (Juglans spp.),Juglans spp.
493,493,493,4412.99.31.30,8,With a face ply of sen (Kalopanax spp.),Kalopanax spp.
494,494,494,4412.99.31.40,8,With a face ply of mahogany (Swietenia spp. or Khaya spp.),Khaya spp.;Swietenia spp.
495,495,495,,8,Other,
496,496,496,4412.99.31.50,9,Panels not exceeding in any dimension 3.6 mm in thickness &&  1.2 m in width &&  && 2.2 m in length,
497,497,497,4412.99.31.60,9,Other &&  not surface covered,
498,498,498,4412.99.31.70,9,Other,
499,499,499,4412.99.41.00,6,Other,
500,500,500,4412.99.51,5,Other,
501,501,501,4412.99.51.05,6,Wood flooring,
502,502,502,4412.99.51.15,6,Other,
503,503,503,,3,Other,
504,504,504,4412.99.57.10,4,Containing at least one layer of particle board,
505,505,505,,4,Other,
506,506,506,,5,Plywood,
507,507,507,,6,Not surface covered &&  or surface covered with a clear or transparent material which does not obscure the grain &&  texture or markings of the face ply,
508,508,508,4412.99.60.00,7,With a face ply of Parana pine (Araucaria angustifolia),
509,509,509,4412.99.70.00,7,With a face ply of European red pine (Pinus silvestris),Pinus silvestris
510,510,510,4412.99.80.00,7,Other,
511,511,511,4412.99.90.00,6,Other,
512,512,512,4412.99.95.00,5,Other,
513,513,513,4413.00.00.00,0,Densified wood &&  in blocks &&  plates &&  strips or profile shapes,
514,514,514,4414.00.00.00,0,Wooden frames for paintings &&  photographs &&  mirrors or similar objects,
515,515,515,4415,0,Packing cases &&  boxes &&  crates &&  drums && similar packings &&  of wood; cable-drums &&  of wood; pallets &&  box-pallets && other load boards &&  of wood; pallet collars of wood,
516,516,516,4415.10,1,Cases &&  boxes &&  crates &&  drums && similar packings; cable-drums,
517,517,517,4415.10.30.00,2,Packing boxes && cases with solid sides &&  lids && bottoms,
518,518,518,4415.10.60.00,2,Containers designed for use in the harvesting of fruits && vegetables,
519,519,519,4415.10.90.00,2,Other,
520,520,520,4415.20,1,Pallets &&  box-pallets && other load boards; pallet collars,
521,521,521,4415.20.40.00,2,Containers designed for use in the harvesting of fruits && vegetables,
522,522,522,4415.20.80.00,2,Other,
523,523,523,4416.00,0,Casks &&  barrels &&  vats &&  tubs && other coopers' products && parts thereof &&  of wood &&  including staves,
524,524,524,4416.00.30,1,Casks &&  barrels && hogsheads,
525,525,525,4416.00.30.10,2,New,
526,526,526,,2,Used,
527,527,527,4416.00.30.20,3,Assembled (set up),
528,528,528,4416.00.30.30,3,Unassembled (knocked down),
529,529,529,4416.00.60,1,Staves && hoops; tight barrelheads of softwood,
530,530,530,,2,New,
531,531,531,4416.00.60.10,3,Staves,
532,532,532,4416.00.60.20,3,Hoops,
533,533,533,4416.00.60.30,3,Tight barrelheads,
534,534,534,,2,Used,
535,535,535,4416.00.60.40,3,Staves,
536,536,536,4416.00.60.50,3,Other,
537,537,537,4416.00.90,1,Other,
538,538,538,4416.00.90.20,2,New,
539,539,539,4416.00.90.40,2,Used,
540,540,540,4417.00,0,Tools &&  tool bodies &&  tool handles &&  broom or brush bodies && handles &&  of wood; boot or shoe lasts && trees &&  of wood,
541,541,541,4417.00.20.00,1,Broom && mop handles &&  1.9 cm or more in diameter && 97 cm or more in length,
542,542,542,4417.00.40.00,1,Paint brush && paint roller handles,
543,543,543,4417.00.60.00,1,Brush backs,
544,544,544,4417.00.80,1,Other,
545,545,545,4417.00.80.10,2,Tool handles,
546,546,546,4417.00.80.90,2,Other,
547,547,547,4418,0,Builders' joinery && carpentry of wood &&  including cellular wood panels && assembled flooring panels; shingles && shakes,
548,548,548,4418.10.00.00,1,Windows &&  French-windows && their frames,
549,549,549,4418.20,1,Doors && their frames && thresholds,
550,550,550,4418.20.40.00,2,French doors,
551,551,551,4418.20.80,2,Other,
552,552,552,4418.20.80.30,3,Flush doors,
553,553,553,4418.20.80.60,3,Other,
554,554,554,4418.40.00.00,1,Formwork (shuttering) for concrete constructional work,
555,555,555,4418.50.00,1,Shingles && shakes,
556,556,556,,2,Shingles,
557,557,557,4418.50.00.10,3,Of western red cedar,
558,558,558,4418.50.00.30,3,Other,
559,559,559,4418.50.00.50,2,Other,
560,560,560,4418.60.00.00,1,Posts && beams,
561,561,561,,1,Assembled flooring panels,
562,562,562,4418.73,2,Of bamboo or with at least the top layer (wear layer) of bamboo,
563,563,563,,3,For mosaic floors,
564,564,564,4418.73.10.00,4,Solid,
565,565,565,,4,Other,
566,566,566,4418.73.20.00,5,Having a face ply more than 6 mm in thickness,
567,567,567,4418.73.30.00,5,Other,
568,568,568,,3,Other &&  multilayer,
569,569,569,4418.73.40.00,4,Having a face ply more than 6 mm in thickness,
570,570,570,,4,Other,
571,571,571,4418.73.60.00,5,Of unidirectional bamboo,
572,572,572,4418.73.70.00,5,Other,
573,573,573,4418.73.90.00,3,Other,
574,574,574,4418.74,2,Other &&  for mosaic floors,
575,575,575,4418.74.10.00,3,Solid,
576,576,576,,3,Other,
577,577,577,4418.74.20.00,4,Having a face ply more than 6 mm in thickness,
578,578,578,4418.74.90.00,4,Other,
579,579,579,4418.75,2,Other &&  multilayer,
580,580,580,4418.75.40.00,3,Having a face ply more than 6 mm in thickness,
581,581,581,4418.75.70.00,3,Other,
582,582,582,4418.79.01.00,2,Other,
583,583,583,,1,Other,
584,584,584,4418.91,2,Of bamboo,
585,585,585,4418.91.10.00,3,Drilled or notched lumber studs,
586,586,586,4418.91.90,3,Other,
587,587,587,4418.91.90.05,4,Wood flooring,
588,588,588,,4,Other,
589,589,589,4418.91.90.10,5,Arches &&  laminated,
590,590,590,4418.91.90.20,5,Roof trusses,
591,591,591,4418.91.90.40,5,Other fabricated structural wood members,
592,592,592,4418.91.90.50,5,Prefabricated partitions && panels for buildings,
593,593,593,4418.91.90.95,5,Other,
594,594,594,4418.99,2,Other,
595,595,595,4418.99.10.00,3,Drilled or notched lumber studs,
596,596,596,4418.99.90,3,Other,
597,597,597,4418.99.90.05,4,Wood flooring,
598,598,598,,4,Other,
599,599,599,4418.99.90.10,5,Arches &&  laminated,
600,600,600,4418.99.90.20,5,Roof trusses,
601,601,601,4418.99.90.40,5,Other fabricated structural wood members,
602,602,602,4418.99.90.50,5,Prefabricated partitions && panels for buildings,
603,603,603,4418.99.90.95,5,Other,
604,604,604,4419,0,Tableware && kitchenware &&  of wood,
605,605,605,,1,Of bamboo,
606,606,606,4419.11.00.00,2,Bread boards &&  chopping boards && similar boards,
607,607,607,4419.12.00.00,2,Chopsticks,
608,608,608,4419.19,2,Other,
609,609,609,4419.19.10.00,3,Forks && spoons,
610,610,610,4419.19.90.00,3,Other,
611,611,611,4419.90,1,Other,
612,612,612,4419.90.10.00,2,Forks && spoons,
613,613,613,4419.90.90.00,2,Other,
614,614,614,4420,0,Wood marquetry && inlaid wood; caskets && cases for jewelry or cutlery && similar articles &&  of wood; statuettes && other ornaments &&  of wood; wooden articles of furniture not falling within chapter 94,
615,615,615,4420.10.00.00,1,Statuettes && other ornaments &&  of wood,
616,616,616,4420.90,1,Other,
617,617,617,,2,Jewelry boxes &&  silverware chests &&  cigar && cigarette boxes &&  microscope cases &&  tool or utensil cases && similar boxes &&  cases && chests &&  all the foregoing of wood,
618,618,618,4420.90.20.00,3,Cigar && cigarette boxes,
619,619,619,,3,Other,
620,620,620,4420.90.45.00,4,Not lined with textile fabrics,
621,621,621,4420.90.65.00,4,Lined with textile fabrics,
622,622,622,4420.90.80.00,2,Other,
623,623,623,4421,0,Other articles of wood,
624,624,624,4421.10.00.00,1,Clothes hangers,
625,625,625,,1,Other,
626,626,626,4421.91,2,Of bamboo,
627,627,627,,3,Wood dowel pins,
628,628,628,4421.91.10.00,4,Plain,
629,629,629,4421.91.20.00,4,Sanded &&  grooved or otherwise advanced in condition,
630,630,630,,3,Wood blinds &&  shutters &&  screens && shades &&  all the foregoing with or without their hardware,
631,631,631,4421.91.30.00,4,Consisting of wooden frames in the center of which are fixed louver boards or slats &&  with or without their hardware,
632,632,632,4421.91.40.00,4,Other,
633,633,633,,3,Toothpicks &&  skewers &&  candy sticks &&  ice cream sticks &&  tongue depressors &&  drink mixers && similar small wares,
634,634,634,4421.91.50.00,4,Toothpicks,
635,635,635,4421.91.60.00,4,Other,
636,636,636,4421.91.70,3,Pickets &&  palings &&  posts && rails &&  the foregoing which are sawn; assembled fence sections,
637,637,637,4421.91.70.20,4,Assembled fence sections,
638,638,638,4421.91.70.40,4,Other,
639,639,639,,3,Clothespins,
640,640,640,4421.91.80,4,Spring-type,
641,641,641,4421.91.80.24,5,Valued not over 80Â¢/gross,
642,642,642,4421.91.80.27,5,Valued over 80Â¢ but not over $1.35/gross,
643,643,643,4421.91.80.30,5,Valued over $1.35 but not over $1.70/gross,
644,644,644,4421.91.80.33,5,Valued over $1.70/gross,
645,645,645,4421.91.85.00,4,Other,
646,646,646,4421.91.88.00,3,Canoe paddles,
647,647,647,,3,Other,
648,648,648,4421.91.93.00,4,Theatrical &&  ballet &&  && operatic scenery && properties &&  including sets,
649,649,649,4421.91.94.00,4,Edge-glued lumber,
650,650,650,4421.91.97,4,Other,
651,651,651,4421.91.97.20,5,Pencil slats,
652,652,652,4421.91.97.30,5,Burial caskets,
653,653,653,4421.91.97.70,5,Gates for confining children or pets,
654,654,654,4421.91.97.80,5,Other,
655,655,655,4421.99,2,Other,
656,656,656,,3,Wood dowel pins,
657,657,657,,4,Plain,
658,658,658,4421.99.10.00,5,Coniferous,
659,659,659,4421.99.15.00,5,Other,
660,660,660,4421.99.20.00,4,Sanded &&  grooved or otherwise advanced in condition,
661,661,661,,3,Wood blinds &&  shutters &&  screens && shades &&  all the foregoing with or without their hardware,
662,662,662,4421.99.30.00,4,Consisting of wooden frames in the center of which are fixed louver boards or slats &&  with or without their hardware,
663,663,663,4421.99.40.00,4,Other,
664,664,664,,3,Toothpicks &&  skewers &&  candy sticks &&  ice cream sticks &&  tongue depressors &&  drink mixers && similar small wares,
665,665,665,4421.99.50.00,4,Toothpicks,
666,666,666,4421.99.60.00,4,Other,
667,667,667,4421.99.70,3,Pickets &&  palings &&  posts && rails &&  the foregoing which are sawn; assembled fence sections,
668,668,668,4421.99.70.20,4,Assembled fence sections,
669,669,669,4421.99.70.40,4,Other,
670,670,670,,3,Clothespins,
671,671,671,4421.99.80,4,Spring-type,
672,672,672,4421.99.80.24,5,Valued not over 80Â¢/gross,
673,673,673,4421.99.80.27,5,Valued over 80Â¢ but not over $1.35/gross,
674,674,674,4421.99.80.30,5,Valued over $1.35 but not over $1.70/gross,
675,675,675,4421.99.80.33,5,Valued over $1.70/gross,
676,676,676,4421.99.85.00,4,Other,
677,677,677,4421.99.88.00,3,Canoe paddles,
678,678,678,,3,Other,
679,679,679,4421.99.93.00,4,Theatrical &&  ballet &&  && operatic scenery && properties &&  including sets,
680,680,680,4421.99.94.00,4,Edge-glued lumber,
681,681,681,4421.99.97,4,Other,
682,682,682,4421.99.97.20,5,Pencil slats,
683,683,683,4421.99.97.30,5,Burial caskets,
684,684,684,4421.99.97.70,5,Gates for confining children or pets,
685,685,685,4421.99.97.80,5,Other,
686,686,686,9201,0,Pianos &&  including player pianos; harpsichords && other keyboard stringed instruments,
687,687,687,9201.10.00,1,Upright pianos,
688,688,688,9201.10.00.05,2,Used,
689,689,689,,2,Other,
690,690,690,9201.10.00.11,3,Containing a case measuring less than 111.76 cm in height,
691,691,691,9201.10.00.21,3,Containing a case measuring 111.76 cm or more but less than 121.92 cm in height,
692,692,692,9201.10.00.31,3,Containing a case measuring 121.92 cm or more but less than 129.54 cm in height,
693,693,693,9201.10.00.41,3,Containing a case measuring 129.54 cm or more in height,
694,694,694,9201.20.00,1,Grand pianos,
695,695,695,9201.20.00.05,2,Used,
696,696,696,,2,Other,
697,697,697,9201.20.00.11,3,Containing a case measuring less than 152.40 cm in length,
698,698,698,9201.20.00.21,3,Containing a case measuring 152.40 cm or more but less than 167.64 cm in length,
699,699,699,9201.20.00.31,3,Containing a case measuring 167.64 cm or more but less than 180.34 cm in length,
700,700,700,9201.20.00.41,3,Containing a case measuring 180.34 cm or more but less than 195.58 cm in length,
701,701,701,9201.20.00.51,3,Containing a case measuring 195.58 cm or more in length,
702,702,702,9201.90.00.00,1,Other,
703,703,703,9202,0,Other string musical instruments (for example &&  guitars &&  violins &&  harps),
704,704,704,9202.10.00.00,1,Played with a bow,
705,705,705,9202.90,1,Other,
706,706,706,,2,Guitars,
707,707,707,9202.90.20.00,3,Valued not over $100 each &&  excluding the value of the case,
708,708,708,9202.90.40.00,3,Other,
709,709,709,9202.90.60.00,2,Other,
710,710,710,9205,0,Wind musical instruments (for example &&  keyboard pipe organs &&  accordions &&  clarinets &&  trumpets &&  bagpipes) &&  other than fairground organs && mechanical street organs,
711,711,711,9205.10.00,1,Brass-wind instruments,
712,712,712,9205.10.00.40,2,Valued not over $10 each,
713,713,713,9205.10.00.80,2,Valued over $10 each,
714,714,714,9205.90,1,Other,
715,715,715,,2,Keyboard pipe organs; harmoniums && similar keyboard instruments with free metal reeds,
716,716,716,9205.90.12.00,3,Keyboard pipe organs,
717,717,717,9205.90.14.00,3,Other,
718,718,718,,2,Accordions && similar instruments; mouth organs,
719,719,719,,3,Accordions && similar instruments,
720,720,720,9205.90.15.00,4,Piano accordions,
721,721,721,9205.90.18.00,4,Other,
722,722,722,9205.90.19.00,3,Mouth organs,
723,723,723,,2,Woodwind instruments,
724,724,724,9205.90.20.00,3,Bagpipes,
725,725,725,9205.90.40,3,Other,
726,726,726,9205.90.40.20,4,Clarinets,
727,727,727,9205.90.40.40,4,Saxophones,
728,728,728,9205.90.40.60,4,Flutes && piccolos (except bamboo),
729,729,729,9205.90.40.80,4,Other,
730,730,730,9205.90.60.00,2,Other,
731,731,731,9206.00,0,Percussion musical instruments (for example &&  drums &&  xylophones &&  cymbals &&  castanets &&  maracas),
732,732,732,9206.00.20.00,1,Drums,
733,733,733,9206.00.40.00,1,Cymbals,
734,734,734,9206.00.60.00,1,Sets of tuned bells known as chimes &&  peals or carillons,
735,735,735,9206.00.80.00,1,Other,
736,736,736,9207,0,Musical instruments &&  the sound of which is produced &&  or must be amplified &&  electrically (for example &&  organs &&  guitars &&  accordions),
737,737,737,9207.10.00,1,Keyboard instruments &&  other than accordions,
738,738,738,,2,Music synthesizers,
739,739,739,9207.10.00.05,3,Valued under $100 each,
740,740,740,9207.10.00.10,3,Valued $100 or over each,
741,741,741,,2,Other,
742,742,742,,3,With more than one keyboard,
743,743,743,9207.10.00.45,4,Valued under $200 each,
744,744,744,9207.10.00.55,4,Valued $200 or over each,
745,745,745,,3,With one keyboard,
746,746,746,9207.10.00.60,4,Hand-held,
747,747,747,,4,Other,
748,748,748,9207.10.00.65,5,Valued under $100 each,
749,749,749,9207.10.00.75,5,Valued $100 or over each,
750,750,750,9207.90.00,1,Other,
751,751,751,9207.90.00.40,2,Fretted stringed instruments,
752,752,752,9207.90.00.80,2,Other,
753,753,753,9208,0,Music boxes &&  fairground organs &&  mechanical street organs &&  mechanical singing birds &&  musical saws && other musical instruments not falling within any other heading of this chapter; decoy calls of all kinds; whistles &&  call horns && other mouth-blown sound signaling instruments,
754,754,754,9208.10.00.00,1,Music boxes,
755,755,755,9208.90.00,1,Other,
756,756,756,9208.90.00.40,2,Musical instruments,
757,757,757,9208.90.00.80,2,Other,
758,758,758,9209,0,Parts (for example &&  mechanisms for music boxes) && accessories (for example &&  cards &&  discs && rolls for mechanical instruments) of musical instruments; metronomes &&  tuning forks && pitch pipes of all kinds,
759,759,759,9209.30.00.00,1,Musical instrument strings,
760,760,760,,1,Other,
761,761,761,9209.91,2,Parts && accessories for pianos,
762,762,762,9209.91.40.00,3,Tuning pins,
763,763,763,9209.91.80.00,3,Other,
764,764,764,9209.92,2,Parts && accessories for the musical instruments of heading 9202,
765,765,765,9209.92.20.00,3,Mutes &&  collapsible musical instrument stands && music holders for attachment to musical instruments,
766,766,766,9209.92.40.00,3,Tuning pins,
767,767,767,9209.92.60.00,3,Bows &&  parts of bows &&  bow hair &&  chin rests && other parts && accessories for string instruments played with a bow,
768,768,768,9209.92.80.00,3,Other,
769,769,769,9209.94,2,Parts && accessories for the musical instruments of heading 9207,
770,770,770,9209.94.40.00,3,Collapsible musical instrument stands,
771,771,771,9209.94.80.00,3,Other,
772,772,772,9209.99,2,Other,
773,773,773,9209.99.05.00,3,Metronomes &&  tuning forks && pitch pipes,
774,774,774,9209.99.10.00,3,Mutes for musical instruments; pedals &&  dampers && spurs for drums; pedals && holders for cymbals; lyres && other music holders for attachment to musical instruments; && collapsible stands for holding music or for holding musical instruments,
775,775,775,,3,Other,
776,776,776,9209.99.16.00,4,For pipe organs of subheading 9205.90.12,
777,777,777,9209.99.18.00,4,For instruments of subheading 9205.90.14,
778,778,778,9209.99.20.00,4,For bagpipes,
779,779,779,9209.99.40,4,For other woodwind && brass wind musical instruments,
780,780,780,9209.99.40.40,5,For woodwind musical instruments,
781,781,781,9209.99.40.80,5,Other,
782,782,782,9209.99.61.00,4,For music boxes,
783,783,783,9209.99.80.00,4,Other,
784,784,784,9301,0,Military weapons &&  other than revolvers &&  pistols && the arms of heading 9307,
785,785,785,9301.10.00,1,Artillery weapons (for example &&  guns &&  howitzers && mortars),
786,786,786,9301.10.00.10,2,Self propelled,
787,787,787,9301.10.00.80,2,Other,
788,788,788,9301.20.00.00,1,Rocket launchers; flame-throwers; grenade launchers; torpedo tubes && similar projectors,
789,789,789,9301.90,1,Other,
790,790,790,9301.90.30,2,Rifles,
791,791,791,9301.90.30.10,3,Telescopic sights imported with rifles,
792,792,792,9301.90.30.20,3,Rifles,
793,793,793,9301.90.60.00,2,Shotguns,
794,794,794,9301.90.90,2,Other,
795,795,795,9301.90.90.30,3,Machine guns,
796,796,796,9301.90.90.90,3,Other,
797,797,797,9302.00.00,0,Revolvers && pistols &&  other than those of heading 9303 or 9304,
798,798,798,9302.00.00.20,1,Revolvers,
799,799,799,9302.00.00.40,1,Semiautomatic pistols,
800,800,800,9302.00.00.90,1,Other,
801,801,801,9303,0,Other firearms && similar devices which operate by the firing of an explosive charge (for example &&  sporting shot- guns && rifles &&  muzzle-loading firearms &&  Very pistols && other devices designed to project only signal flares &&  pistols && revolvers for firing blank ammunition &&  captive-bolt humane killers &&  line-throwing guns),
802,802,802,9303.10.00.00,1,Muzzle-loading firearms,
803,803,803,9303.20.00,1,Other sporting &&  hunting or target-shooting shotguns &&  including combination shotgun-rifles,
804,804,804,,2,Shotguns,
805,805,805,9303.20.00.20,3,Autoloading,
806,806,806,9303.20.00.30,3,Pump action,
807,807,807,9303.20.00.40,3,Over && under,
808,808,808,9303.20.00.65,3,Other,
809,809,809,9303.20.00.80,2,Combination shotgun-rifles,
810,810,810,9303.30,1,Other sporting &&  hunting or target-shooting rifles,
811,811,811,9303.30.40,2,Valued over $25 but not over $50 each,
812,812,812,9303.30.40.10,3,Telescopic sights imported with rifles,
813,813,813,,3,Rifles,
814,814,814,9303.30.40.20,4,Centerfire,
815,815,815,9303.30.40.30,4,Rimfire,
816,816,816,9303.30.80,2,Other,
817,817,817,9303.30.80.05,3,Telescopic sights imported with rifles,
818,818,818,,3,Rifles,
819,819,819,,4,Centerfire,
820,820,820,9303.30.80.10,5,Autoloading,
821,821,821,,5,Bolt action,
822,822,822,9303.30.80.12,6,Single shot,
823,823,823,9303.30.80.17,6,Other,
824,824,824,9303.30.80.25,5,Other,
825,825,825,9303.30.80.30,4,Rimfire,
826,826,826,9303.90,1,Other,
827,827,827,9303.90.40.00,2,Pistols && revolvers designed to fire only blank cartridges or blank ammunition,
828,828,828,9303.90.80.00,2,Other,
829,829,829,9304.00,0,Other arms (for example &&  spring &&  air or gas guns && pistols &&  truncheons) &&  excluding those of heading 9307,
830,830,830,,1,Pistols &&  rifles && other guns which eject missiles by release of compressed air or gas &&  or by the release of a spring mechanism or rubber held under tension,
831,831,831,9304.00.20.00,2,Rifles,
832,832,832,9304.00.40.00,2,Other,
833,833,833,9304.00.60.00,1,Other,
834,834,834,9305,0,Parts && accessories of articles of headings 9301 to 9304,
835,835,835,9305.10,1,Of revolvers or pistols,
836,836,836,9305.10.20,2,Of heading 9302,
837,837,837,9305.10.20.10,3,Frames && receivers,
838,838,838,9305.10.20.80,3,Other,
839,839,839,,2,Other,
840,840,840,9305.10.40.00,3,Of revolvers or pistols designed to fire only blank cartridges or blank ammunition,
841,841,841,9305.10.60.00,3,Of muzzle-loading revolvers && pistols,
842,842,842,9305.10.80.00,3,Other,
843,843,843,9305.20,1,Of shotguns or rifles of heading 9303,
844,844,844,9305.20.05.00,2,Rifle stocks,
845,845,845,9305.20.80,2,Other,
846,846,846,,3,Shotgun barrels,
847,847,847,9305.20.80.04,4,Of muzzle-loading shotguns,
848,848,848,9305.20.80.08,4,Other,
849,849,849,9305.20.80.20,3,Other parts of muzzle-loading shotguns or rifles,
850,850,850,,3,Other,
851,851,851,,4,Of shotguns &&  including shotgun-rifle combinations,
852,852,852,9305.20.80.31,5,Stocks,
853,853,853,9305.20.80.33,5,Other,
854,854,854,9305.20.80.60,4,Of rifles,
855,855,855,,1,Other,
856,856,856,9305.91,2,Of military weapons of heading 9301,
857,857,857,9305.91.10.00,3,Of rifles,
858,858,858,9305.91.20.00,3,Of shotguns,
859,859,859,9305.91.30,3,Other,
860,860,860,9305.91.30.10,4,Of artillery weapons of 9301.10,
861,861,861,9305.91.30.30,4,Other,
862,862,862,9305.99,2,Other,
863,863,863,9305.99.40.00,3,Of articles of heading 9303 other than shotguns or rifles,
864,864,864,9305.99.50,3,Of articles of subheading 9304.00.20 or 9304.00.40,
865,865,865,9305.99.50.10,4,Parts && accessories of paintball markers,
866,866,866,9305.99.50.50,4,Other,
867,867,867,9305.99.60.00,3,Other,
868,868,868,9306,0,Bombs &&  grenades &&  torpedoes &&  mines &&  missiles && similar munitions of war && parts thereof; cartridges && other ammunition && projectiles && parts thereof &&  including shot && cartridgewads,
869,869,869,,1,Shotgun cartridges && parts thereof; air gun pellets,
870,870,870,9306.21.00.00,2,Cartridges,
871,871,871,9306.29.00.00,2,Other,
872,872,872,9306.30,1,Other cartridges && parts thereof,
873,873,873,9306.30.41,2,Cartridges && empty cartridge shells,
874,874,874,,3,Cartridges containing a projectile,
875,875,875,,4,For rifles or pistols,
876,876,876,9306.30.41.10,5,.22 caliber,
877,877,877,9306.30.41.20,5,Other,
878,878,878,9306.30.41.30,4,Other,
879,879,879,9306.30.41.38,3,Cartridges for riveting or similar tools or for captive-bolt humane killers && parts thereof,
880,880,880,,3,Empty cartridge shells,
881,881,881,9306.30.41.40,4,For rifles or pistols,
882,882,882,9306.30.41.50,4,Other,
883,883,883,9306.30.41.60,3,Other,
884,884,884,9306.30.80.00,2,Other,
885,885,885,9306.90.00,1,Other,
886,886,886,9306.90.00.20,2,Guided missiles,
887,887,887,,2,Bombs &&  grenades &&  torpedoes &&  mines && similar munitions of war; other ammunition && projectiles,
888,888,888,9306.90.00.41,3,Paintballs,
889,889,889,9306.90.00.50,3,Other,
890,890,890,9306.90.00.60,2,Parts for guided missiles,
891,891,891,9306.90.00.80,2,Parts for bombs &&  grenades &&  torpedoes &&  mines && similar munitions of war; parts of other ammunition && projectiles,
892,892,892,9307.00.00.00,0,Swords &&  cutlasses &&  bayonets &&  lances && similar arms && parts thereof && scabbards && sheaths therefor,
