,Unnamed: 0.1,Unnamed: 0.1.1,hs_code,Indent,Description,sc_names,full_desc,pos_kw,neg_kw
162,162,162,4407.29.01.85,3,Jatoba (Hymenaea spp.) &&  also known as Brazilian Cherry,Hymenaea spp.,[ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ Of tropical wood ] && [ ![ Iroko ] && ![ Sapelli ] && ![ White Lauan &&  White Meranti &&  White Seraya &&  Yellow Meranti && Alan ] && ![ Dark Red Meranti &&  Light Red Meranti && Meranti Bakau ] && ![ Virola &&  Imbuia && Balsa ] && ![ Mahogany (Swietenia spp.) ] ] ] && [ Jatoba (Hymenaea spp.) &&  also known as Brazilian Cherry ],slice;sand;chip;end;wood sawn;tropical wood;peel;thickness;hymenaea spp;jatoba;jointed;brazilian cherry;mm,white meranti;white lauan;mahogany;alan;iroko;meranti bakau;virola;balsa;white seraya;yellow meranti;imbuia;dark red;sapelli;light red;red meranti;swietenia spp
163,163,163,4407.29.01.90,3,Other,,[ [ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ Of tropical wood ] && [ ![ Iroko ] && ![ Sapelli ] && ![ White Lauan &&  White Meranti &&  White Seraya &&  Yellow Meranti && Alan ] && ![ Dark Red Meranti &&  Light Red Meranti && Meranti Bakau ] && ![ Virola &&  Imbuia && Balsa ] && ![ Mahogany (Swietenia spp.) ] ] ] && [ ![ Jatoba (Hymenaea spp.) &&  also known as Brazilian Cherry ] && ![ Cedro (Cedrela spp.) &&  also known as Spanish Cedar ] && ![ Andiroba (Carapa guianensis && Cprocera) &&  Padauk (Pterocarpus spp.) a.k.a. Padouk ] && ![ Teak (Tectona grandis) ] && ![ IpÃ© (Tabebuia spp.) ] && ![ Keruing (Dipterocarpus spp.) ] && ![ Aningre (Aningeria spp.) &&  also known as Aniegre or Anegre ] && ![ Acajou d'Afrique (Khaya spp.) &&  also known as African mahogany ] ] ],slice;sand;chip;end;wood sawn;tropical wood;peel;thickness;jointed;mm,white meranti;pterocarpus spp;ipã ©;imbuia;hymenaea spp;jatoba;tabebuia spp;cedro;red meranti;carapa guianensis;aningre;swietenia spp;mahogany;virola;balsa;a.k.a;padauk;padouk;white seraya;yellow meranti;tectona grandi;dipterocarpus spp;khaya spp;alan;dark red;light red;aningeria spp;african mahogany;white lauan;iroko;meranti bakau;andiroba;aniegre;acajou d'afrique;anegre;cedrela spp;sapelli;cprocera;brazilian cherry;spanish cedar
164,164,164,,1,Other,,[ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ],slice;sand;chip;end;wood sawn;peel;thickness;jointed;mm,coniferous;tropical wood
165,165,165,4407.91.00,2,Of oak (Quercus spp.),Quercus spp.,[ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ] && [ Of oak (Quercus spp.) ],slice;sand;chip;quercus spp;end;wood sawn;peel;thickness;oak;jointed;mm,coniferous;tropical wood
166,166,166,4407.91.00.22,3,Red oak,Quercus spp.,[ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ] && [ Of oak (Quercus spp.) ] && [ Red oak ],slice;sand;chip;quercus spp;end;wood sawn;peel;thickness;oak;red oak;jointed;mm,coniferous;tropical wood
167,167,167,4407.91.00.63,3,Other,Quercus spp.,[ [ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ] && [ Of oak (Quercus spp.) ] && [ ![ Red oak ] ] ],slice;sand;chip;quercus spp;end;wood sawn;peel;thickness;oak;jointed;mm,red oak;coniferous;tropical wood
168,168,168,4407.92.00.00,2,Of beech (Fagus spp.),Fagus spp.,[ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ] && [ Of beech (Fagus spp.) ],slice;sand;chip;fagus spp;end;wood sawn;peel;thickness;jointed;beech;mm,coniferous;tropical wood
169,169,169,4407.93.00,2,Of maple (Acer spp.),Acer spp.,[ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ] && [ Of maple (Acer spp.) ],slice;sand;acer spp;chip;end;wood sawn;maple;peel;thickness;jointed;mm,coniferous;tropical wood
170,170,170,4407.93.00.10,3,Hard maple,Acer spp.,[ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ] && [ Of maple (Acer spp.) ] && [ Hard maple ],slice;sand;acer spp;chip;end;wood sawn;maple;peel;thickness;jointed;hard maple;mm,coniferous;tropical wood
171,171,171,4407.93.00.20,3,Other,Acer spp.,[ [ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ] && [ Of maple (Acer spp.) ] && [ ![ Hard maple ] ] ],slice;sand;acer spp;chip;end;wood sawn;maple;peel;thickness;jointed;mm,hard maple;coniferous;tropical wood
172,172,172,4407.94.00.00,2,Of cherry (Prunus spp.),Prunus,[ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ] && [ Of cherry (Prunus spp.) ],slice;sand;chip;cherry;end;wood sawn;peel;thickness;jointed;prunus spp;mm,coniferous;tropical wood
173,173,173,4407.95.00.00,2,Of ash (Fraxinus spp.),Fraxinus,[ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ] && [ Of ash (Fraxinus spp.) ],slice;sand;chip;end;wood sawn;peel;thickness;fraxinus spp;ash;jointed;mm,coniferous;tropical wood
174,174,174,4407.99.01,2,Other,,[ [ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ] && [ ![ Of ash (Fraxinus spp.) ] && ![ Of cherry (Prunus spp.) ] && ![ Of maple (Acer spp.) ] && ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ],slice;sand;chip;end;wood sawn;peel;thickness;jointed;mm,beech;acer spp;cherry;quercus spp;fagus spp;maple;fraxinus spp;oak;ash;prunus spp;coniferous;tropical wood
175,175,175,,3,Birch (Betula spp.),Betula spp.,[ [ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ] && [ ![ Of ash (Fraxinus spp.) ] && ![ Of cherry (Prunus spp.) ] && ![ Of maple (Acer spp.) ] && ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ Birch (Betula spp.) ],slice;sand;chip;birch;end;wood sawn;peel;thickness;betula spp;jointed;mm,beech;acer spp;cherry;quercus spp;fagus spp;maple;fraxinus spp;oak;ash;prunus spp;coniferous;tropical wood
176,176,176,4407.99.01.11,4,North American (Betula alleghaniensis &&  Betula papyrifera &&  Betula lenta &&  Betula nigra),Betula spp.,[ [ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ] && [ ![ Of ash (Fraxinus spp.) ] && ![ Of cherry (Prunus spp.) ] && ![ Of maple (Acer spp.) ] && ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ Birch (Betula spp.) ] && [ North American (Betula alleghaniensis &&  Betula papyrifera &&  Betula lenta &&  Betula nigra) ],slice;sand;chip;betula papyrifera;birch;end;wood sawn;peel;betula lenta;thickness;betula nigra;betula spp;betula alleghaniensis;jointed;north american;mm,beech;acer spp;cherry;quercus spp;fagus spp;maple;fraxinus spp;oak;ash;prunus spp;coniferous;tropical wood
177,177,177,4407.99.01.13,4,European (Betula pendula &&  Betula pubescens) &&  also known as Baltic &&  Russian or Chinese birch,Betula spp.,[ [ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ] && [ ![ Of ash (Fraxinus spp.) ] && ![ Of cherry (Prunus spp.) ] && ![ Of maple (Acer spp.) ] && ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ Birch (Betula spp.) ] && [ European (Betula pendula &&  Betula pubescens) &&  also known as Baltic &&  Russian or Chinese birch ],slice;sand;chip;european;birch;end;wood sawn;betula pubescen;peel;thickness;betula spp;betula pendula;chinese birch;jointed;baltic;russian;mm,beech;acer spp;cherry;quercus spp;fagus spp;maple;fraxinus spp;oak;ash;prunus spp;coniferous;tropical wood
178,178,178,4407.99.01.19,4,Other,Betula spp.,[ [ [ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ] && [ ![ Of ash (Fraxinus spp.) ] && ![ Of cherry (Prunus spp.) ] && ![ Of maple (Acer spp.) ] && ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ Birch (Betula spp.) ] && [ ![ European (Betula pendula &&  Betula pubescens) &&  also known as Baltic &&  Russian or Chinese birch ] && ![ North American (Betula alleghaniensis &&  Betula papyrifera &&  Betula lenta &&  Betula nigra) ] ] ],slice;sand;chip;birch;end;wood sawn;peel;thickness;betula spp;jointed;mm,maple;fraxinus spp;betula alleghaniensis;prunus spp;beech;russian;tropical wood;acer spp;cherry;chinese birch;ash;coniferous;european;betula papyrifera;quercus spp;fagus spp;betula pubescen;betula nigra;oak;betula pendula;baltic;betula lenta;north american
179,179,179,4407.99.01.42,3,Hickory (Carya spp.) && pecan (Carya illinoensis &&  Carya pecan),Carya pecan;Carya spp.;Carya illinoensis,[ [ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ] && [ ![ Of ash (Fraxinus spp.) ] && ![ Of cherry (Prunus spp.) ] && ![ Of maple (Acer spp.) ] && ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ Hickory (Carya spp.) && pecan (Carya illinoensis &&  Carya pecan) ],slice;sand;chip;pecan;end;wood sawn;hickory;peel;thickness;carya spp;carya illinoensis;jointed;mm,beech;acer spp;cherry;quercus spp;fagus spp;maple;fraxinus spp;oak;ash;prunus spp;coniferous;tropical wood
180,180,180,4407.99.01.61,3,Walnut (Juglans spp),,[ [ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ] && [ ![ Of ash (Fraxinus spp.) ] && ![ Of cherry (Prunus spp.) ] && ![ Of maple (Acer spp.) ] && ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ Walnut (Juglans spp) ],slice;sand;chip;end;wood sawn;peel;thickness;walnut;jointed;juglans spp;mm,beech;acer spp;cherry;quercus spp;fagus spp;maple;fraxinus spp;oak;ash;prunus spp;coniferous;tropical wood
181,181,181,4407.99.01.63,3,Western red alder (Alnus rubra),Alnus rubra,[ [ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ] && [ ![ Of ash (Fraxinus spp.) ] && ![ Of cherry (Prunus spp.) ] && ![ Of maple (Acer spp.) ] && ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ Western red alder (Alnus rubra) ],slice;sand;chip;alnus rubra;end;wood sawn;peel;thickness;western red;red alder;jointed;mm,beech;acer spp;cherry;quercus spp;fagus spp;maple;fraxinus spp;oak;ash;prunus spp;coniferous;tropical wood
182,182,182,4407.99.01.72,3,Yellow poplar (Liriodendron tulipifera),Liriodendron tulipifera,[ [ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ] && [ ![ Of ash (Fraxinus spp.) ] && ![ Of cherry (Prunus spp.) ] && ![ Of maple (Acer spp.) ] && ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ Yellow poplar (Liriodendron tulipifera) ],slice;sand;chip;end;wood sawn;peel;thickness;jointed;yellow poplar;liriodendron tulipifera;mm,beech;acer spp;cherry;quercus spp;fagus spp;maple;fraxinus spp;oak;ash;prunus spp;coniferous;tropical wood
183,183,183,4407.99.01.79,3,Other poplar; aspen; cottonwood,,[ [ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ] && [ ![ Of ash (Fraxinus spp.) ] && ![ Of cherry (Prunus spp.) ] && ![ Of maple (Acer spp.) ] && ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ Other poplar; aspen; cottonwood ],slice;sand;chip;end;wood sawn;poplar;peel;thickness;jointed;cottonwood;mm,beech;acer spp;cherry;quercus spp;fagus spp;maple;fraxinus spp;oak;ash;prunus spp;coniferous;tropical wood
184,184,184,4407.99.01.95,3,Other nonconiferous,,[ [ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ] && [ ![ Of ash (Fraxinus spp.) ] && ![ Of cherry (Prunus spp.) ] && ![ Of maple (Acer spp.) ] && ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ Other nonconiferous ],slice;sand;chip;end;wood sawn;peel;thickness;nonconiferous;jointed;mm,beech;acer spp;cherry;quercus spp;fagus spp;maple;fraxinus spp;oak;ash;prunus spp;coniferous;tropical wood
185,185,185,4408,0,Sheets for veneering (including those obtained by slicing laminated wood) &&  for plywood or for similar laminated wood && other wood &&  sawn lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded &&  spliced or end-jointed &&  of a thickness not exceeding 6 mm,,[ Sheets for veneering (including those obtained by slicing laminated wood) &&  for plywood or for similar laminated wood && other wood &&  sawn lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded &&  spliced or end-jointed &&  of a thickness not exceeding 6 mm ],slice laminated;sand;sheet;veneer;laminated wood;obtain;end;plywood;peel;thickness;similar laminated;splice;jointed;mm,
186,186,186,4408.10.01,1,Coniferous,,[ Sheets for veneering (including those obtained by slicing laminated wood) &&  for plywood or for similar laminated wood && other wood &&  sawn lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded &&  spliced or end-jointed &&  of a thickness not exceeding 6 mm ] && [ Coniferous ],slice laminated;sand;sheet;veneer;laminated wood;obtain;end;plywood;peel;thickness;similar laminated;splice;jointed;coniferous;mm,
187,187,187,4408.10.01.25,2,Douglas fir,,[ Sheets for veneering (including those obtained by slicing laminated wood) &&  for plywood or for similar laminated wood && other wood &&  sawn lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded &&  spliced or end-jointed &&  of a thickness not exceeding 6 mm ] && [ Coniferous ] && [ Douglas fir ],slice laminated;sand;sheet;veneer;laminated wood;obtain;end;plywood;peel;thickness;similar laminated;douglas fir;splice;jointed;coniferous;mm,
188,188,188,4408.10.01.45,2,Other,,[ [ Sheets for veneering (including those obtained by slicing laminated wood) &&  for plywood or for similar laminated wood && other wood &&  sawn lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded &&  spliced or end-jointed &&  of a thickness not exceeding 6 mm ] && [ Coniferous ] && [ ![ Douglas fir ] ] ],slice laminated;sand;sheet;veneer;laminated wood;obtain;end;plywood;peel;thickness;similar laminated;splice;jointed;coniferous;mm,douglas fir
189,189,189,,1,Of tropical wood,,[ Sheets for veneering (including those obtained by slicing laminated wood) &&  for plywood or for similar laminated wood && other wood &&  sawn lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded &&  spliced or end-jointed &&  of a thickness not exceeding 6 mm ] && [ Of tropical wood ],slice laminated;sand;sheet;veneer;laminated wood;obtain;end;plywood;tropical wood;peel;thickness;similar laminated;splice;jointed;mm,
190,190,190,4408.31.01.00,2,Dark Red Meranti &&  Light Red Meranti && Meranti Bakau,,[ Sheets for veneering (including those obtained by slicing laminated wood) &&  for plywood or for similar laminated wood && other wood &&  sawn lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded &&  spliced or end-jointed &&  of a thickness not exceeding 6 mm ] && [ Of tropical wood ] && [ Dark Red Meranti &&  Light Red Meranti && Meranti Bakau ],slice laminated;sand;sheet;veneer;laminated wood;obtain;end;plywood;tropical wood;meranti bakau;peel;thickness;similar laminated;dark red;splice;jointed;red meranti;light red;mm,
191,191,191,4408.39.02,2,Other,,[ [ Sheets for veneering (including those obtained by slicing laminated wood) &&  for plywood or for similar laminated wood && other wood &&  sawn lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded &&  spliced or end-jointed &&  of a thickness not exceeding 6 mm ] && [ Of tropical wood ] && [ ![ Dark Red Meranti &&  Light Red Meranti && Meranti Bakau ] ] ],slice laminated;sand;sheet;veneer;laminated wood;obtain;end;plywood;tropical wood;peel;thickness;similar laminated;splice;jointed;mm,red meranti;dark red;meranti bakau;light red
192,192,192,4408.39.02.10,3,Spliced or end-jointed,,[ [ Sheets for veneering (including those obtained by slicing laminated wood) &&  for plywood or for similar laminated wood && other wood &&  sawn lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded &&  spliced or end-jointed &&  of a thickness not exceeding 6 mm ] && [ Of tropical wood ] && [ ![ Dark Red Meranti &&  Light Red Meranti && Meranti Bakau ] ] ] && [ Spliced or end-jointed ],slice laminated;sand;sheet;veneer;laminated wood;obtain;end;plywood;tropical wood;peel;thickness;similar laminated;splice;jointed;mm,red meranti;dark red;meranti bakau;light red
193,193,193,4408.39.02.90,3,Other,,[ [ [ Sheets for veneering (including those obtained by slicing laminated wood) &&  for plywood or for similar laminated wood && other wood &&  sawn lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded &&  spliced or end-jointed &&  of a thickness not exceeding 6 mm ] && [ Of tropical wood ] && [ ![ Dark Red Meranti &&  Light Red Meranti && Meranti Bakau ] ] ] && [ ![ Spliced or end-jointed ] ] ],slice laminated;sand;sheet;veneer;laminated wood;obtain;end;plywood;tropical wood;peel;thickness;similar laminated;splice;jointed;mm,meranti bakau;end;jointed;dark red;splice;light red;red meranti
194,194,194,4408.90.01,1,Other,,[ [ Sheets for veneering (including those obtained by slicing laminated wood) &&  for plywood or for similar laminated wood && other wood &&  sawn lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded &&  spliced or end-jointed &&  of a thickness not exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ],slice laminated;sand;sheet;veneer;laminated wood;obtain;end;plywood;peel;thickness;similar laminated;splice;jointed;mm,coniferous;tropical wood
195,195,195,,2,Spliced or end-jointed,,[ [ Sheets for veneering (including those obtained by slicing laminated wood) &&  for plywood or for similar laminated wood && other wood &&  sawn lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded &&  spliced or end-jointed &&  of a thickness not exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ] && [ Spliced or end-jointed ],slice laminated;sand;sheet;veneer;laminated wood;obtain;end;plywood;peel;thickness;similar laminated;splice;jointed;mm,coniferous;tropical wood
196,196,196,4408.90.01.05,3,Ash (Fraxinus spp.),Fraxinus spp.,[ [ Sheets for veneering (including those obtained by slicing laminated wood) &&  for plywood or for similar laminated wood && other wood &&  sawn lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded &&  spliced or end-jointed &&  of a thickness not exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ] && [ Spliced or end-jointed ] && [ Ash (Fraxinus spp.) ],slice laminated;sand;sheet;veneer;laminated wood;obtain;end;plywood;peel;thickness;fraxinus spp;similar laminated;splice;jointed;ash;mm,coniferous;tropical wood
197,197,197,4408.90.01.10,3,Birch (Betula spp.),Betula spp.,[ [ Sheets for veneering (including those obtained by slicing laminated wood) &&  for plywood or for similar laminated wood && other wood &&  sawn lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded &&  spliced or end-jointed &&  of a thickness not exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ] && [ Spliced or end-jointed ] && [ Birch (Betula spp.) ],slice laminated;sand;sheet;veneer;laminated wood;obtain;end;plywood;birch;peel;thickness;similar laminated;betula spp;splice;jointed;mm,coniferous;tropical wood
198,198,198,4408.90.01.15,3,Cherry (Prunus spp.),Prunus spp.,[ [ Sheets for veneering (including those obtained by slicing laminated wood) &&  for plywood or for similar laminated wood && other wood &&  sawn lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded &&  spliced or end-jointed &&  of a thickness not exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ] && [ Spliced or end-jointed ] && [ Cherry (Prunus spp.) ],slice laminated;sand;sheet;veneer;laminated wood;obtain;end;plywood;cherry;peel;thickness;similar laminated;splice;jointed;prunus spp;mm,coniferous;tropical wood
199,199,199,4408.90.01.21,3,Maple (Acer spp.),Acer spp.,[ [ Sheets for veneering (including those obtained by slicing laminated wood) &&  for plywood or for similar laminated wood && other wood &&  sawn lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded &&  spliced or end-jointed &&  of a thickness not exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ] && [ Spliced or end-jointed ] && [ Maple (Acer spp.) ],slice laminated;sand;sheet;acer spp;veneer;laminated wood;obtain;end;plywood;maple;peel;thickness;similar laminated;splice;jointed;mm,coniferous;tropical wood
200,200,200,,3,Oak (Quercus spp.),Quercus spp.,[ [ Sheets for veneering (including those obtained by slicing laminated wood) &&  for plywood or for similar laminated wood && other wood &&  sawn lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded &&  spliced or end-jointed &&  of a thickness not exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ] && [ Spliced or end-jointed ] && [ Oak (Quercus spp.) ],slice laminated;sand;sheet;veneer;laminated wood;obtain;end;plywood;quercus spp;peel;thickness;similar laminated;oak;splice;jointed;mm,coniferous;tropical wood
201,201,201,4408.90.01.31,4,Red,Quercus spp.,[ [ Sheets for veneering (including those obtained by slicing laminated wood) &&  for plywood or for similar laminated wood && other wood &&  sawn lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded &&  spliced or end-jointed &&  of a thickness not exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ] && [ Spliced or end-jointed ] && [ Oak (Quercus spp.) ] && [ Red ],slice laminated;sand;sheet;veneer;laminated wood;obtain;end;plywood;quercus spp;peel;red;thickness;similar laminated;oak;splice;jointed;mm,coniferous;tropical wood
202,202,202,4408.90.01.37,4,Other,Quercus spp.,[ [ [ Sheets for veneering (including those obtained by slicing laminated wood) &&  for plywood or for similar laminated wood && other wood &&  sawn lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded &&  spliced or end-jointed &&  of a thickness not exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ] && [ Spliced or end-jointed ] && [ Oak (Quercus spp.) ] && [ ![ Red ] ] ],slice laminated;sand;sheet;veneer;laminated wood;obtain;end;plywood;quercus spp;peel;thickness;similar laminated;oak;splice;jointed;mm,coniferous;red;tropical wood
203,203,203,4408.90.01.45,3,Walnut (Juglans spp.),Juglans spp.,[ [ Sheets for veneering (including those obtained by slicing laminated wood) &&  for plywood or for similar laminated wood && other wood &&  sawn lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded &&  spliced or end-jointed &&  of a thickness not exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ] && [ Spliced or end-jointed ] && [ Walnut (Juglans spp.) ],slice laminated;sand;sheet;veneer;laminated wood;obtain;end;plywood;peel;thickness;similar laminated;walnut;splice;jointed;juglans spp;mm,coniferous;tropical wood
204,204,204,4408.90.01.51,3,Other,,[ [ [ Sheets for veneering (including those obtained by slicing laminated wood) &&  for plywood or for similar laminated wood && other wood &&  sawn lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded &&  spliced or end-jointed &&  of a thickness not exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ] && [ Spliced or end-jointed ] && [ ![ Walnut (Juglans spp.) ] && ![ Oak (Quercus spp.) ] && ![ Maple (Acer spp.) ] && ![ Cherry (Prunus spp.) ] && ![ Birch (Betula spp.) ] && ![ Ash (Fraxinus spp.) ] ] ],slice laminated;sand;sheet;veneer;laminated wood;obtain;end;plywood;peel;thickness;similar laminated;splice;jointed;mm,acer spp;quercus spp;cherry;birch;tropical wood;maple;fraxinus spp;betula spp;oak;ash;prunus spp;coniferous;juglans spp;walnut
205,205,205,,2,Other,,[ [ [ Sheets for veneering (including those obtained by slicing laminated wood) &&  for plywood or for similar laminated wood && other wood &&  sawn lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded &&  spliced or end-jointed &&  of a thickness not exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ] && [ ![ Spliced or end-jointed ] ] ],slice laminated;sand;sheet;veneer;laminated wood;obtain;end;plywood;peel;thickness;similar laminated;splice;jointed;mm,end;splice;jointed;coniferous;tropical wood
206,206,206,4408.90.01.56,3,Ash (Fraxinus spp.),Fraxinus spp.,[ [ [ Sheets for veneering (including those obtained by slicing laminated wood) &&  for plywood or for similar laminated wood && other wood &&  sawn lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded &&  spliced or end-jointed &&  of a thickness not exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ] && [ ![ Spliced or end-jointed ] ] ] && [ Ash (Fraxinus spp.) ],slice laminated;sand;sheet;veneer;laminated wood;obtain;end;plywood;peel;thickness;fraxinus spp;similar laminated;splice;jointed;ash;mm,end;splice;jointed;coniferous;tropical wood
